,exp,it,res,all,time
0,15,0,618659840,73467904,16714.73828125
1,15,1,337641472,73467904,29.809280395507812
2,15,2,337641472,73467904,28.74870491027832
3,15,3,337641472,73467904,28.86400032043457
4,16,0,339738624,77662208,53.48652648925781
5,16,1,352321536,77662208,31.361312866210938
6,16,2,331350016,77662208,30.30873680114746
7,16,3,331350016,77662208,30.25993537902832
8,17,0,576716800,86056960,35.44617462158203
9,17,1,559939584,86050816,36.37948989868164
10,17,2,562036736,86050816,37.08572769165039
11,17,3,580911104,86050816,36.56409454345703
12,18,0,1073741824,102828032,41.00057601928711
13,18,1,1073741824,102828032,39.74998474121094
14,18,2,1042284544,102828032,39.52912139892578
15,18,3,1073741824,102828032,37.37171173095703
16,19,0,2065694720,136382464,40.744544982910156
17,19,1,2099249152,136384000,38.66348648071289
18,19,2,2099249152,136382464,38.7856330871582
19,19,3,2099249152,136382464,38.888736724853516
20,20,0,4087349248,203491328,44.9317741394043
21,20,1,4089446400,203491328,44.82611083984375
22,20,2,4020240384,203491328,42.53936004638672
23,20,3,4089446400,203491328,44.46963119506836
24,21,0,7992246272,337709056,48.8191032409668
25,21,1,7858028544,337709056,48.67929458618164
26,21,2,7990149120,337709056,49.61097717285156
27,21,3,7858028544,337709056,49.419105529785156
28,22,0,15934160896,606144512,88.73145294189453
29,22,1,16202596352,606144512,88.5953598022461
30,22,2,15936258048,606144512,89.00899505615234
31,22,3,15936258048,606144512,88.30854034423828
32,23,0,31555846144,1143015424,172.81190490722656
33,23,1,31555846144,1143015424,173.17385864257812
34,23,2,31555846144,1143016960,172.34800720214844
35,23,3,31555846144,1143015424,172.7908477783203
36,24,0,62795022336,2216757248,340.4001770019531
37,24,1,62862131200,2216757248,547.4166259765625
38,24,2,63866667008,2216757248,734.4434814453125
39,24,3,63866667008,2216757248,377.86572265625
