,exp,it,res,all,time
0,15,0,618659840,73467904,16714.7734375
1,15,1,337641472,73467904,29.782272338867188
2,15,2,337641472,73467904,28.678911209106445
3,15,3,337641472,73467904,28.743839263916016
4,16,0,339738624,77662208,53.47100830078125
5,16,1,352321536,77662208,31.394752502441406
6,16,2,331350016,77662208,30.297183990478516
7,16,3,331350016,77662208,30.213407516479492
8,17,0,576716800,86056960,35.34854507446289
9,17,1,559939584,86050816,35.981632232666016
10,17,2,562036736,86050816,36.98601531982422
11,17,3,580911104,86050816,36.43977737426758
12,18,0,1073741824,102828032,41.257568359375
13,18,1,1073741824,102828032,39.66700744628906
14,18,2,1042284544,102828032,39.4483528137207
15,18,3,1073741824,102828032,37.328094482421875
16,19,0,2065694720,136382464,40.70320129394531
17,19,1,2099249152,136384000,38.79180908203125
18,19,2,2099249152,136382464,38.872737884521484
19,19,3,2099249152,136382464,38.909088134765625
20,20,0,4087349248,203491328,44.928672790527344
21,20,1,4089446400,203491328,44.75600051879883
22,20,2,4020240384,203491328,42.514400482177734
23,20,3,4089446400,203491328,44.77046585083008
24,21,0,7992246272,337709056,51.44086456298828
25,21,1,7858028544,337709056,51.76188659667969
26,21,2,7990149120,337709056,52.3903694152832
27,21,3,7858028544,337709056,52.10416030883789
28,22,0,15934160896,606144512,94.94735717773438
29,22,1,16202596352,606144512,94.83958435058594
30,22,2,15936258048,606144512,95.29519653320312
31,22,3,15936258048,606144512,94.40460968017578
32,23,0,31555846144,1143015424,185.20040893554688
33,23,1,31555846144,1143015424,185.55970764160156
34,23,2,31555846144,1143016960,184.68063354492188
35,23,3,31555846144,1143015424,185.2974395751953
36,24,0,62795022336,2216757248,365.4254455566406
37,24,1,62862131200,2216757248,572.3347778320312
38,24,2,63866667008,2216757248,759.3966674804688
39,24,3,63866667008,2216757248,402.792724609375
