,exp,it,res,all,time
0,15,0,618659840,73467904,16714.87109375
1,15,1,337641472,73467904,29.663488388061523
2,15,2,337641472,73467904,28.65519905090332
3,15,3,337641472,73467904,28.69980812072754
4,16,0,339738624,77662208,53.297889709472656
5,16,1,352321536,77662208,31.056800842285156
6,16,2,331350016,77662208,30.214527130126953
7,16,3,331350016,77662208,30.14339256286621
8,17,0,576716800,86056960,35.29270553588867
9,17,1,559939584,86050816,35.747135162353516
10,17,2,562036736,86050816,36.93916702270508
11,17,3,580911104,86050816,36.421119689941406
12,18,0,1073741824,102828032,40.99513626098633
13,18,1,1073741824,102828032,39.70070266723633
14,18,2,1042284544,102828032,39.50191879272461
15,18,3,1073741824,102828032,37.22825622558594
16,19,0,2065694720,136382464,40.7432975769043
17,19,1,2099249152,136384000,38.717918395996094
18,19,2,2099249152,136382464,38.870750427246094
19,19,3,2099249152,136382464,38.91292953491211
20,20,0,4087349248,203491328,44.87705612182617
21,20,1,4089446400,203491328,44.831871032714844
22,20,2,4020240384,203491328,42.501121520996094
23,20,3,4089446400,203491328,44.78995132446289
24,21,0,7992246272,337709056,52.548160552978516
25,21,1,7858028544,337709056,53.336734771728516
26,21,2,7990149120,337709056,53.52739334106445
27,21,3,7858028544,337709056,53.23708724975586
28,22,0,15934160896,606144512,97.97596740722656
29,22,1,16202596352,606144512,97.8309097290039
30,22,2,15936258048,606144512,98.26582336425781
31,22,3,15936258048,606144512,97.570556640625
32,23,0,31555846144,1143015424,191.22825622558594
33,23,1,31555846144,1143015424,191.54444885253906
34,23,2,31555846144,1143016960,190.5335693359375
35,23,3,31555846144,1143015424,191.1046142578125
36,24,0,62795022336,2216757248,377.4558410644531
37,24,1,62862131200,2216757248,584.3966064453125
38,24,2,63866667008,2216757248,771.5643310546875
39,24,3,63866667008,2216757248,414.9105224609375
