,exp,it,res,all,time
0,15,0,356515840,76905472,28212.5859375
1,15,1,337641472,111536128,18.119808197021484
2,15,2,337641472,111536128,14.94985580444336
3,15,3,337641472,111536128,14.862079620361328
4,16,0,337641472,153774080,15.165056228637695
5,16,1,316669952,153774080,14.378399848937988
6,16,2,295698432,153774080,14.567520141601562
7,16,3,295698432,153911808,15.287199974060059
8,17,0,385875968,238256128,18.651039123535156
9,17,1,348127232,238249984,15.794848442077637
10,17,2,350224384,238249984,17.524351119995117
11,17,3,369098752,238249984,17.892160415649414
12,18,0,641728512,408240640,20.34659194946289
13,18,1,641728512,408240640,20.045696258544922
14,18,2,677380096,408240640,18.935232162475586
15,18,3,641728512,408240640,19.54070472717285
16,19,0,1184890880,745105408,19.932384490966797
17,19,1,1251999744,745106944,21.317792892456055
18,19,2,1251999744,745105408,20.187135696411133
19,19,3,1251999744,745105408,19.931264877319336
20,20,0,2329935872,1420912640,22.96499252319336
21,20,1,2332033024,1420912640,20.757728576660156
22,20,2,2329935872,1420912640,21.942047119140625
23,20,3,2332033024,1420912640,23.437503814697266
24,21,0,4622123008,2772527104,30.271167755126953
25,21,1,4487905280,2772527104,30.285024642944336
26,21,2,4620025856,2772527104,30.739328384399414
27,21,3,4622123008,2772527104,29.785024642944336
28,22,0,9200205824,5475756032,59.6578254699707
29,22,1,9200205824,5475756032,66.24454498291016
30,22,2,8933867520,5475756032,66.94703674316406
31,22,3,8933867520,5475756032,66.53590393066406
32,23,0,17557356544,10882213888,133.31385803222656
33,23,1,17557356544,10882213888,136.11727905273438
34,23,2,17557356544,10882215424,132.46397399902344
35,23,3,17557356544,10882213888,136.0424041748047
36,24,0,35878076416,21695129600,262.0400390625
37,24,1,36951818240,21695129600,249.20150756835938
38,24,2,35875979264,21695129600,285.0307922363281
39,24,3,35875979264,21695129600,341.4516296386719
