,exp,it,res,all,time
0,15,0,356515840,76905472,28212.037109375
1,15,1,337641472,111536128,18.15247917175293
2,15,2,337641472,111536128,14.92198371887207
3,15,3,337641472,111536128,14.92630386352539
4,16,0,337641472,153774080,15.124287605285645
5,16,1,316669952,153774080,14.278176307678223
6,16,2,295698432,153774080,14.496031761169434
7,16,3,295698432,153911808,15.187904357910156
8,17,0,385875968,238256128,18.635007858276367
9,17,1,348127232,238249984,15.755359649658203
10,17,2,350224384,238249984,17.575199127197266
11,17,3,369098752,238249984,17.910367965698242
12,18,0,641728512,408240640,20.46847915649414
13,18,1,641728512,408240640,20.094432830810547
14,18,2,677380096,408240640,18.859424591064453
15,18,3,641728512,408240640,19.506240844726562
16,19,0,1184890880,745105408,20.196800231933594
17,19,1,1251999744,745106944,21.33776092529297
18,19,2,1251999744,745105408,20.05513572692871
19,19,3,1251999744,745105408,19.94051170349121
20,20,0,2329935872,1420912640,22.977792739868164
21,20,1,2332033024,1420912640,20.740863800048828
22,20,2,2329935872,1420912640,21.97862434387207
23,20,3,2332033024,1420912640,22.21356773376465
24,21,0,4622123008,2772527104,30.399904251098633
25,21,1,4487905280,2772527104,29.76527976989746
26,21,2,4620025856,2772527104,30.229856491088867
27,21,3,4622123008,2772527104,29.272096633911133
28,22,0,9200205824,5475756032,60.37241744995117
29,22,1,9200205824,5475756032,65.23014068603516
30,22,2,8933867520,5475756032,66.70313262939453
31,22,3,8933867520,5475756032,66.33206176757812
32,23,0,17557356544,10882213888,176.7993621826172
33,23,1,17557356544,10882213888,134.16329956054688
34,23,2,17557356544,10882215424,130.6614990234375
35,23,3,17557356544,10882213888,134.06480407714844
36,24,0,35878076416,21695129600,252.29129028320312
37,24,1,36951818240,21695129600,244.75180053710938
38,24,2,35875979264,21695129600,281.18890380859375
39,24,3,35875979264,21695129600,338.57757568359375
