,exp,it,res,all,time
0,15,0,622854144,77797376,16695.814453125
1,15,1,343932928,77803520,85.52191925048828
2,15,2,322961408,77797376,84.45187377929688
3,15,3,322961408,77797376,83.35612487792969
4,16,0,503316480,81991680,116.57315063476562
5,16,1,503316480,81991680,89.29923248291016
6,16,2,505413632,82995200,89.77225494384766
7,16,3,511705088,81997824,87.7771224975586
8,17,0,880803840,90380288,89.86819458007812
9,17,1,880803840,90380288,89.0647964477539
10,17,2,901775360,90380288,104.3048324584961
11,17,3,920649728,90380288,89.1943359375
12,18,0,1769996288,107157504,92.74419403076172
13,18,1,1767899136,107157504,91.5382080078125
14,18,2,1730150400,107157504,93.01567840576172
15,18,3,1732247552,107157504,95.40806579589844
16,19,0,3405774848,140711936,93.1803207397461
17,19,1,3269459968,140711936,91.25116729736328
18,19,2,3405774848,140711936,91.81494140625
19,19,3,3403677696,140711936,92.58934020996094
20,20,0,6469713920,207820800,95.838623046875
21,20,1,6742343680,207820800,97.36444854736328
22,20,2,6744440832,207820800,96.94828796386719
23,20,3,6744440832,207820800,95.18418884277344
24,21,0,12882804736,342038528,154.2755584716797
25,21,1,13423869952,342038528,155.81805419921875
26,21,2,13153337344,342038528,155.01708984375
27,21,3,13423869952,342038528,154.644775390625
28,22,0,27032289280,610473984,300.40142822265625
29,22,1,26226982912,610473984,299.06671142578125
30,22,2,26226982912,610473984,299.34149169921875
31,22,3,26226982912,610473984,298.68743896484375
32,23,0,52651098112,1147344896,593.5028076171875
33,23,1,52112130048,1147344896,592.9682006835938
34,23,2,51038388224,1147344896,592.1553344726562
35,23,3,51575259136,1147344896,592.6925048828125
