,exp,it,res,all,time
0,15,0,358612992,155206656,28058.9140625
1,15,1,341835776,192008192,42.598304748535156
2,15,2,320864256,192005120,40.77372741699219
3,15,3,320864256,192141312,41.671329498291016
4,16,0,385875968,310907904,45.413856506347656
5,16,1,385875968,311329280,43.85398483276367
6,16,2,383778816,311330816,43.22972869873047
7,16,3,392167424,311017472,44.17308807373047
8,17,0,706740224,546982400,51.9257926940918
9,17,1,706740224,546982400,49.93632125854492
10,17,2,706740224,546982400,50.113121032714844
11,17,3,725614592,547146240,49.81708908081055
12,18,0,1337982976,1025473024,55.140926361083984
13,18,1,1337982976,1025473024,53.91126251220703
14,18,2,1300234240,1024434176,57.50672149658203
15,18,3,1337982976,1024434176,53.39433670043945
16,19,0,2558525440,1966880768,54.12752151489258
17,19,1,2558525440,1966880768,54.17180633544922
18,19,2,2558525440,1966880768,55.79827117919922
19,19,3,2556428288,1966880768,55.18435287475586
20,20,0,5052039168,3860084736,59.66185760498047
21,20,1,5056233472,3860084736,57.996639251708984
22,20,2,5056233472,3860084736,58.8765754699707
23,20,3,5056233472,3860084736,60.28838348388672
24,21,0,10185867264,7646492672,76.37222290039062
25,21,1,10053746688,7646492672,73.99932861328125
26,21,2,9783214080,7646492672,72.91830444335938
27,21,3,10053746688,7646492672,73.00115203857422
28,22,0,20298334208,15219308544,164.24322509765625
29,22,1,19761463296,15219308544,163.02584838867188
30,22,2,20837302272,15219308544,162.60096740722656
31,22,3,20298334208,15219308544,162.3031005859375
32,23,0,39187382272,30365644288,327.3056335449219
33,23,1,40263221248,30365644288,336.4293212890625
34,23,2,40797995008,30365644288,330.1748352050781
35,23,3,40797995008,30365644288,333.76171875
