,exp,it,res,all,time
0,15,0,358612992,155206656,28058.869140625
1,15,1,341835776,192008192,42.63328170776367
2,15,2,320864256,192005120,40.81913757324219
3,15,3,320864256,192141312,41.69839859008789
4,16,0,385875968,310907904,45.4299201965332
5,16,1,385875968,311329280,43.82915115356445
6,16,2,383778816,311330816,43.15798568725586
7,16,3,392167424,311017472,44.15903854370117
8,17,0,706740224,546982400,51.72304153442383
9,17,1,706740224,546982400,49.947296142578125
10,17,2,706740224,546982400,50.138912200927734
11,17,3,725614592,547146240,49.80876922607422
12,18,0,1337982976,1025473024,54.84796905517578
13,18,1,1337982976,1025473024,53.923744201660156
14,18,2,1300234240,1024434176,57.571041107177734
15,18,3,1337982976,1024434176,53.39936065673828
16,19,0,2558525440,1966880768,54.15692901611328
17,19,1,2558525440,1966880768,54.14828872680664
18,19,2,2558525440,1966880768,56.203006744384766
19,19,3,2556428288,1966880768,55.24099349975586
20,20,0,5052039168,3860084736,59.286624908447266
21,20,1,5054136320,3860084736,57.96441650390625
22,20,2,5056233472,3860084736,58.82505416870117
23,20,3,5056233472,3860084736,59.75136184692383
24,21,0,10185867264,7646492672,75.76979064941406
25,21,1,10053746688,7646492672,71.92594909667969
26,21,2,9783214080,7646492672,70.86659240722656
27,21,3,10053746688,7646492672,70.59356689453125
28,22,0,20298334208,15219308544,162.69529724121094
29,22,1,19761463296,15219308544,158.15606689453125
30,22,2,19761463296,15219308544,157.89715576171875
31,22,3,19761463296,15219308544,158.76406860351562
32,23,0,40263221248,30365644288,321.6214599609375
33,23,1,39189479424,30365644288,328.4205017089844
34,23,2,40261124096,30365644288,324.9042663574219
35,23,3,40263221248,30365644288,325.63641357421875
