,exp,it,res,all,time
0,15,0,622854144,77797376,16695.93359375
1,15,1,343932928,77803520,85.39715576171875
2,15,2,322961408,77797376,84.32966613769531
3,15,3,322961408,77797376,83.39151763916016
4,16,0,503316480,81991680,116.61984252929688
5,16,1,503316480,81991680,89.16905975341797
6,16,2,505413632,82995200,89.72233581542969
7,16,3,511705088,81997824,87.76432037353516
8,17,0,880803840,90380288,89.78025817871094
9,17,1,880803840,90380288,89.0317153930664
10,17,2,901775360,90380288,104.31721496582031
11,17,3,920649728,90380288,89.11888122558594
12,18,0,1769996288,107157504,92.74022674560547
13,18,1,1767899136,107157504,91.60918426513672
14,18,2,1730150400,107157504,92.72239685058594
15,18,3,1732247552,107157504,95.38438415527344
16,19,0,3405774848,140711936,93.24153900146484
17,19,1,3269459968,140711936,91.24729919433594
18,19,2,3405774848,140711936,91.8219223022461
19,19,3,3403677696,140711936,92.63238525390625
20,20,0,6469713920,207820800,95.85558319091797
21,20,1,6742343680,207820800,97.40592193603516
22,20,2,6744440832,207820800,97.05452728271484
23,20,3,6744440832,207820800,95.51187133789062
24,21,0,12882804736,342038528,158.765380859375
25,21,1,13423869952,342038528,160.4437713623047
26,21,2,13153337344,342038528,159.59190368652344
27,21,3,13423869952,342038528,159.11158752441406
28,22,0,26763853824,610473984,309.4915466308594
29,22,1,26226982912,610473984,308.0223693847656
30,22,2,26226982912,610473984,308.2123718261719
31,22,3,26226982912,610473984,307.75390625
32,23,0,51575259136,1147344896,611.4454956054688
33,23,1,51577356288,1147344896,610.8143310546875
34,23,2,52112130048,1147344896,610.2396240234375
35,23,3,49964646400,1147344896,610.3068237304688
