,exp,it,res,all,time
0,15,0,358612992,155206656,28049.693359375
1,15,1,341835776,192008192,42.68844985961914
2,15,2,320864256,192005120,40.79305648803711
3,15,3,320864256,192141312,41.711551666259766
4,16,0,385875968,310907904,45.44371032714844
5,16,1,385875968,311329280,43.87507247924805
6,16,2,383778816,311330816,43.2375373840332
7,16,3,392167424,311017472,44.206241607666016
8,17,0,706740224,546982400,51.946590423583984
9,17,1,706740224,546982400,49.97177505493164
10,17,2,706740224,546982400,50.1671028137207
11,17,3,725614592,547146240,49.837249755859375
12,18,0,1337982976,1025473024,55.213504791259766
13,18,1,1337982976,1025473024,53.921119689941406
14,18,2,1300234240,1024434176,57.53414535522461
15,18,3,1337982976,1024434176,53.427486419677734
16,19,0,2558525440,1966880768,54.37190246582031
17,19,1,2558525440,1966880768,54.17436981201172
18,19,2,2558525440,1966880768,56.213600158691406
19,19,3,2556428288,1966880768,55.29439926147461
20,20,0,5052039168,3860084736,59.69209671020508
21,20,1,5054136320,3860084736,57.79151916503906
22,20,2,5056233472,3860084736,58.98579025268555
23,20,3,5056233472,3860084736,60.337310791015625
24,21,0,10185867264,7646492672,77.80134582519531
25,21,1,10053746688,7646492672,73.47846221923828
26,21,2,9783214080,7646492672,72.38182067871094
27,21,3,10053746688,7646492672,72.4813461303711
28,22,0,20298334208,15219308544,157.25990295410156
29,22,1,19761463296,15219308544,162.1460418701172
30,22,2,19761463296,15219308544,161.67369079589844
31,22,3,19761463296,15219308544,162.068359375
32,23,0,40263221248,30365644288,331.2827453613281
33,23,1,40261124096,30365644288,333.20147705078125
34,23,2,40263221248,30365644288,329.7502746582031
35,23,3,39187382272,30365644288,331.88385009765625
