,exp,it,res,all,time
0,15,0,622854144,77797376,16696.080078125
1,15,1,343932928,77803520,85.50886535644531
2,15,2,322961408,77797376,84.3638687133789
3,15,3,322961408,77797376,83.32966613769531
4,16,0,503316480,81991680,116.6233901977539
5,16,1,503316480,81991680,89.22118377685547
6,16,2,505413632,82995200,89.63683319091797
7,16,3,511705088,81997824,87.77091217041016
8,17,0,880803840,90380288,89.83916473388672
9,17,1,880803840,90380288,89.08428955078125
10,17,2,901775360,90380288,104.32233428955078
11,17,3,920649728,90380288,89.14672088623047
12,18,0,1769996288,107157504,92.73619079589844
13,18,1,1767899136,107157504,91.50713348388672
14,18,2,1730150400,107157504,93.06716918945312
15,18,3,1732247552,107157504,95.44290924072266
16,19,0,3405774848,140711936,93.26640319824219
17,19,1,3269459968,140711936,91.24403381347656
18,19,2,3405774848,140711936,91.64431762695312
19,19,3,3403677696,140711936,92.63116455078125
20,20,0,6469713920,207820800,95.842529296875
21,20,1,6742343680,207820800,97.40975952148438
22,20,2,6744440832,207820800,97.05987548828125
23,20,3,6744440832,207820800,95.331298828125
24,21,0,12882804736,342038528,155.76287841796875
25,21,1,13423869952,342038528,157.33267211914062
26,21,2,13153337344,342038528,156.45578002929688
27,21,3,13421772800,342038528,156.16860961914062
28,22,0,27032289280,610473984,303.3388366699219
29,22,1,26226982912,610473984,301.8621520996094
30,22,2,26226982912,610473984,302.1847229003906
31,22,3,26226982912,610473984,301.5802001953125
32,23,0,53187969024,1147344896,599.5462646484375
33,23,1,52112130048,1147344896,598.7451171875
34,23,2,51038388224,1147344896,598.3104858398438
35,23,3,51577356288,1147344896,597.8339233398438
