,exp,it,res,all,time
0,15,0,622854144,77797376,16696.0
1,15,1,343932928,77803520,85.48480224609375
2,15,2,322961408,77797376,84.41993713378906
3,15,3,322961408,77797376,83.3348159790039
4,16,0,503316480,81991680,116.66070556640625
5,16,1,503316480,81991680,89.30076599121094
6,16,2,505413632,82995200,89.6279067993164
7,16,3,511705088,81997824,87.75421142578125
8,17,0,880803840,90380288,89.78841400146484
9,17,1,880803840,90380288,89.000732421875
10,17,2,901775360,90380288,104.29366302490234
11,17,3,920649728,90380288,89.17196655273438
12,18,0,1769996288,107157504,92.80079650878906
13,18,1,1767899136,107157504,91.7922592163086
14,18,2,1730150400,107157504,93.0711669921875
15,18,3,1732247552,107157504,95.41712188720703
16,19,0,3405774848,140711936,93.23046112060547
17,19,1,3269459968,140711936,91.28966522216797
18,19,2,3405774848,140711936,91.44989013671875
19,19,3,3403677696,140711936,92.5650863647461
20,20,0,6469713920,207820800,95.81302642822266
21,20,1,6742343680,207820800,97.40582275390625
22,20,2,6744440832,207820800,96.94684600830078
23,20,3,6744440832,207820800,95.09846496582031
24,21,0,12882804736,342038528,159.79116821289062
25,21,1,13423869952,342038528,161.5428466796875
26,21,2,13153337344,342038528,160.62042236328125
27,21,3,13423869952,342038528,160.6002197265625
28,22,0,26765950976,610473984,313.00201416015625
29,22,1,26226982912,610473984,311.7526550292969
30,22,2,26226982912,610473984,312.0028991699219
31,22,3,26226982912,610473984,311.2794189453125
32,23,0,53187969024,1147344896,616.7728881835938
33,23,1,51038388224,1147344896,617.1204833984375
34,23,2,51038388224,1147344896,616.6030883789062
35,23,3,52114227200,1147344896,616.6118774414062
