,exp,it,res,all,time
0,15,0,627048448,79221760,15375.6640625
1,15,1,331350016,79996928,15.839263916015625
2,15,2,331350016,79221760,15.325632095336914
3,15,3,331350016,79996928,15.137151718139648
4,16,0,402653184,88385536,35.286399841308594
5,16,1,417333248,87610368,17.513792037963867
6,16,2,417333248,87610368,17.21881675720215
7,16,3,417333248,87610368,18.1213436126709
8,17,0,746586112,104625664,31.032608032226562
9,17,1,748683264,104625664,21.825759887695312
10,17,2,748683264,104625664,22.547840118408203
11,17,3,748683264,104625664,21.941951751708984
12,18,0,1413480448,138717184,25.291072845458984
13,18,1,1430257664,137942016,25.898975372314453
14,18,2,1430257664,137945088,25.618080139160156
15,18,3,1411383296,138720256,25.33014488220215
16,19,0,2717908992,205813248,25.313631057739258
17,19,1,2722103296,205813248,23.30873680114746
18,19,2,2753560576,205813248,23.750688552856445
19,19,3,2753560576,205813248,23.61084747314453
20,20,0,5446303744,340030976,28.515424728393555
21,20,1,5381292032,340030976,25.672767639160156
22,20,2,5375000576,340030976,27.450719833374023
23,20,3,5372903424,340030976,28.176000595092773
24,21,0,10554966016,608466432,36.64313507080078
25,21,1,10697572352,608466432,34.19398498535156
26,21,2,10697572352,608466432,32.66524887084961
27,21,3,10697572352,608469504,32.53398513793945
28,22,0,21462253568,1145337344,53.15375900268555
29,22,1,21202206720,1145337344,52.32051086425781
30,22,2,21063794688,1145337344,51.5450553894043
31,22,3,21317550080,1145337344,52.32883071899414
32,23,0,42310041600,2219079168,100.0360336303711
33,23,1,42310041600,2219082240,103.9544677734375
34,23,2,42310041600,2219082240,104.87120056152344
35,23,3,42310041600,2219082240,106.9544677734375
