,exp,it,res,all,time
0,15,0,627048448,79221760,15374.0029296875
1,15,1,331350016,79996928,15.975680351257324
2,15,2,331350016,79221760,14.738495826721191
3,15,3,331350016,79996928,14.48470401763916
4,16,0,402653184,88385536,34.71977615356445
5,16,1,417333248,87610368,17.616256713867188
6,16,2,417333248,87610368,17.673471450805664
7,16,3,417333248,87610368,18.549760818481445
8,17,0,746586112,104625664,31.177631378173828
9,17,1,748683264,104625664,22.207359313964844
10,17,2,748683264,104625664,24.35103988647461
11,17,3,748683264,104625664,22.253664016723633
12,18,0,1413480448,138717184,25.050527572631836
13,18,1,1430257664,137942016,25.799776077270508
14,18,2,1430257664,137945088,25.372512817382812
15,18,3,1411383296,138720256,25.809471130371094
16,19,0,2717908992,205813248,25.8720645904541
17,19,1,2722103296,205813248,23.9036808013916
18,19,2,2753560576,205813248,24.202112197875977
19,19,3,2753560576,205813248,23.98486328125
20,20,0,5446303744,340030976,28.508256912231445
21,20,1,5381292032,340030976,25.634559631347656
22,20,2,5375000576,340030976,27.412927627563477
23,20,3,5372903424,340030976,28.059423446655273
24,21,0,10554966016,608466432,36.11091232299805
25,21,1,10697572352,608466432,34.07241439819336
26,21,2,10697572352,608466432,32.164894104003906
27,21,3,10697572352,608469504,32.08243179321289
28,22,0,21462253568,1145337344,52.2619514465332
29,22,1,21200109568,1145337344,49.17398452758789
30,22,2,21061697536,1145337344,48.835872650146484
31,22,3,21317550080,1145337344,51.37254333496094
32,23,0,42310041600,2219079168,94.05545806884766
33,23,1,42310041600,2219082240,97.87945556640625
34,23,2,42310041600,2219082240,98.78409576416016
35,23,3,42310041600,2219082240,100.88047790527344
