,exp,it,res,all,time
0,15,0,627048448,79221760,15375.2900390625
1,15,1,331350016,79996928,15.945247650146484
2,15,2,331350016,79221760,15.489184379577637
3,15,3,331350016,79996928,15.179488182067871
4,16,0,402653184,88385536,33.463775634765625
5,16,1,417333248,87610368,16.93564796447754
6,16,2,417333248,87610368,16.659584045410156
7,16,3,417333248,87610368,17.84943962097168
8,17,0,746586112,104625664,31.15532875061035
9,17,1,748683264,104625664,21.67670440673828
10,17,2,748683264,104625664,23.66524887084961
11,17,3,748683264,104625664,20.5699520111084
12,18,0,1413480448,138717184,24.73187255859375
13,18,1,1430257664,137942016,25.930463790893555
14,18,2,1430257664,137945088,24.99817657470703
15,18,3,1411383296,138720256,25.701631546020508
16,19,0,2717908992,205813248,25.86025619506836
17,19,1,2722103296,205813248,23.574560165405273
18,19,2,2753560576,205813248,23.131967544555664
19,19,3,2753560576,205813248,23.622848510742188
20,20,0,5446303744,340030976,28.575136184692383
21,20,1,5381292032,340030976,25.717056274414062
22,20,2,5375000576,340030976,27.58665657043457
23,20,3,5372903424,340030976,27.77459144592285
24,21,0,10554966016,608466432,37.21779251098633
25,21,1,10697572352,608466432,35.226112365722656
26,21,2,10697572352,608466432,33.224769592285156
27,21,3,10697572352,608469504,33.20207977294922
28,22,0,21462253568,1145337344,54.98044967651367
29,22,1,21200109568,1145337344,55.751617431640625
30,22,2,21061697536,1145337344,54.7400016784668
31,22,3,21317550080,1145337344,54.5871696472168
32,23,0,42310041600,2219079168,106.83715057373047
33,23,1,42310041600,2219082240,110.8116455078125
34,23,2,42310041600,2219082240,111.5881576538086
35,23,3,42310041600,2219082240,113.81385803222656
