,exp,it,res,all,time
0,15,0,339738624,60293632,32406.861328125
1,15,1,299892736,94337024,20.42963218688965
2,15,2,299892736,94337024,16.70796775817871
3,15,3,299892736,94337024,16.790912628173828
4,16,0,299892736,118750208,15.850079536437988
5,16,1,295698432,118885888,14.795904159545898
6,16,2,295698432,118750208,16.182079315185547
7,16,3,295698432,118885888,16.515487670898438
8,17,0,295698432,169812992,16.342016220092773
9,17,1,295698432,169672704,15.192031860351562
10,17,2,295698432,169673728,15.01683235168457
11,17,3,295698432,169672704,14.870240211486816
12,18,0,436207616,272556544,20.36844825744629
13,18,1,471859200,272556544,17.942079544067383
14,18,2,455081984,271514624,17.780288696289062
15,18,3,455081984,272405504,22.152992248535156
16,19,0,809500672,475200512,21.857120513916016
17,19,1,878706688,475200512,20.236352920532227
18,19,2,843055104,475200512,22.333215713500977
19,19,3,843055104,475200512,49.98912048339844
20,20,0,1522532352,882572288,22.535295486450195
21,20,1,1556086784,882572288,20.35478401184082
22,20,2,1522532352,882572288,21.614912033081055
23,20,3,1520435200,882572288,23.47305679321289
24,21,0,3011510272,1697315840,27.119808197021484
25,21,1,3212836864,1697315840,25.279552459716797
26,21,2,3212836864,1697315840,23.833152770996094
27,21,3,2942304256,1697316864,24.434335708618164
28,22,0,6046089216,3326802944,54.4950065612793
29,22,1,5911871488,3326802944,49.83843231201172
30,22,2,5708447744,3326802944,48.000606536865234
31,22,3,5708447744,3326802944,46.72441482543945
32,23,0,11649679360,6585777152,201.80441284179688
33,23,1,11918114816,6585777152,95.32144165039062
34,23,2,11918114816,6585777152,97.18355560302734
35,23,3,11918114816,6585777152,96.04291534423828
36,24,0,23259512832,13103725568,216.20265197753906
37,24,1,23527948288,13103725568,419.935791015625
38,24,2,22988980224,13103725568,177.80645751953125
39,24,3,22988980224,13103725568,176.48544311523438
