,exp,it,res,all,time
0,15,0,339738624,60293632,32409.033203125
1,15,1,299892736,94337024,20.413536071777344
2,15,2,299892736,94337024,16.69478416442871
3,15,3,299892736,94337024,16.800064086914062
4,16,0,299892736,118750208,15.789376258850098
5,16,1,295698432,118885888,14.743488311767578
6,16,2,295698432,118750208,15.999456405639648
7,16,3,295698432,118885888,16.521791458129883
8,17,0,295698432,169812992,16.313535690307617
9,17,1,295698432,169672704,15.161215782165527
10,17,2,295698432,169673728,15.017439842224121
11,17,3,295698432,169672704,14.823904037475586
12,18,0,436207616,272556544,20.35158348083496
13,18,1,471859200,272556544,17.921279907226562
14,18,2,455081984,271514624,17.769855499267578
15,18,3,455081984,272405504,21.769535064697266
16,19,0,809500672,475200512,34.28646469116211
17,19,1,878706688,475200512,20.107391357421875
18,19,2,843055104,475200512,22.155296325683594
19,19,3,843055104,475200512,49.78646469116211
20,20,0,1522532352,882572288,47.49568176269531
21,20,1,1556086784,882572288,20.29267120361328
22,20,2,1522532352,882572288,21.277631759643555
23,20,3,1520435200,882572288,23.41334342956543
24,21,0,3011510272,1697315840,77.05081939697266
25,21,1,3212836864,1697315840,25.374784469604492
26,21,2,3212836864,1697315840,24.552000045776367
27,21,3,2942304256,1697316864,25.54684829711914
28,22,0,6046089216,3326802944,57.62192153930664
29,22,1,5911871488,3326802944,54.60335922241211
30,22,2,5708447744,3326802944,52.16041564941406
31,22,3,5708447744,3326802944,51.548702239990234
32,23,0,11649679360,6585777152,215.66883850097656
33,23,1,11918114816,6585777152,104.0849609375
34,23,2,11918114816,6585777152,105.40099334716797
35,23,3,11918114816,6585777152,104.72608184814453
36,24,0,23259512832,13103725568,228.0089874267578
37,24,1,23527948288,13103725568,448.6104431152344
38,24,2,22988980224,13103725568,194.6952667236328
39,24,3,22988980224,13103725568,193.3632354736328
