,exp,it,res,all,time
0,15,0,599785472,69908480,17921.5625
1,15,1,299892736,69908480,30.589216232299805
2,15,2,299892736,69908480,29.105119705200195
3,15,3,299892736,69908480,29.18297576904297
4,16,0,299892736,72005632,52.160545349121094
5,16,1,295698432,72141312,28.938783645629883
6,16,2,295698432,72005632,30.420576095581055
7,16,3,295698432,72141312,29.993663787841797
8,17,0,398458880,76206592,34.69731140136719
9,17,1,406847488,76199936,35.05763244628906
10,17,2,398458880,76201984,34.42038345336914
11,17,3,406847488,76199936,34.5780143737793
12,18,0,754974720,84588544,40.64361572265625
13,18,1,750780416,84588544,37.090110778808594
14,18,2,750780416,84588544,39.02492904663086
15,18,3,750780416,84588544,38.83260726928711
16,19,0,1402994688,101365760,37.9628791809082
17,19,1,1421869056,101365760,71.246337890625
18,19,2,1419771904,101365760,53.60550308227539
19,19,3,1419771904,101365760,586.4367065429688
20,20,0,2740977664,134920192,45.306976318359375
21,20,1,2707423232,134920192,41.69305419921875
22,20,2,2707423232,134920192,40.485633850097656
23,20,3,2740977664,134920192,41.10985565185547
24,21,0,5372903424,202029056,47.029537200927734
25,21,1,5372903424,202029056,44.97865676879883
26,21,2,5324668928,202029056,41.46201705932617
27,21,3,5370806272,202030080,42.25350570678711
28,22,0,10712252416,336246784,70.92582702636719
29,22,1,10693378048,336246784,71.83184051513672
30,22,2,10561257472,336246784,71.51033782958984
31,22,3,10026483712,336246784,70.6882553100586
32,23,0,21351104512,604682240,658.7303466796875
33,23,1,21082669056,604682240,138.6749725341797
34,23,2,21080571904,604682240,139.0312957763672
35,23,3,21080571904,604682240,138.79129028320312
36,24,0,42389733376,1141553152,273.70050048828125
37,24,1,41873833984,1141553152,445.72515869140625
38,24,2,41871736832,1141553152,276.5235595703125
39,24,3,41871736832,1141553152,275.58380126953125
