,exp,it,res,all,time
0,15,0,358612992,116056064,28064.134765625
1,15,1,339738624,151769088,35.540767669677734
2,15,2,318767104,152035328,35.271358489990234
3,15,3,318767104,152038400,31.3721923828125
4,16,0,297795584,232050688,35.4161262512207
5,16,1,316669952,232908288,33.18678283691406
6,16,2,297795584,232909824,31.529024124145508
7,16,3,297795584,233049600,31.507007598876953
8,17,0,564133888,392618496,42.99577713012695
9,17,1,528482304,392620032,37.996673583984375
10,17,2,547356672,392613888,35.96780776977539
11,17,3,547356672,392615424,36.3682861328125
12,18,0,989855744,716856832,38.09939193725586
13,18,1,991952896,716856832,37.488319396972656
14,18,2,952107008,716856832,39.0557746887207
15,18,3,989855744,716856832,37.40848159790039
16,19,0,1801453568,1356412416,38.4516487121582
17,19,1,1870659584,1356412416,37.90243148803711
18,19,2,1868562432,1356413952,37.35232162475586
19,19,3,1868562432,1356415488,39.53443145751953
20,20,0,3690987520,2640498688,42.225120544433594
21,20,1,3558866944,2640921088,42.52467346191406
22,20,2,3693084672,2640919552,42.55548858642578
23,20,3,3693084672,2640921088,42.53782272338867
24,21,0,7335837696,5209509888,54.80847930908203
25,21,1,7335837696,5209509888,52.11782455444336
26,21,2,7335837696,5209509888,51.950401306152344
27,21,3,7335837696,5209509888,54.52841567993164
28,22,0,14348713984,10347532288,124.29571533203125
29,22,1,14346616832,10347532288,110.82860565185547
30,22,2,15422455808,10347532288,113.86726379394531
31,22,3,14883487744,10347532288,113.14822387695312
32,23,0,29446111232,20623577088,229.25955200195312
33,23,1,28372369408,20623577088,232.38525390625
34,23,2,28372369408,20623577088,235.99136352539062
35,23,3,28372369408,20623577088,231.05520629882812
