,exp,it,res,all,time
0,15,0,620756992,75632640,16598.060546875
1,15,1,339738624,75632640,65.74687957763672
2,15,2,320864256,75632640,57.919105529785156
3,15,3,320864256,75632640,68.15174102783203
4,16,0,415236096,79826944,86.16854095458984
5,16,1,417333248,79826944,59.8298225402832
6,16,2,419430400,80686080,60.54431915283203
7,16,3,415236096,79826944,60.77695846557617
8,17,0,742391808,88215552,63.88172912597656
9,17,1,740294656,88217088,63.55654525756836
10,17,2,742391808,88215552,63.32908630371094
11,17,3,759169024,88217088,63.75302505493164
12,18,0,1405091840,104992768,64.75129699707031
13,18,1,1421869056,104992768,66.38713836669922
14,18,2,1400897536,104992768,67.62271881103516
15,18,3,1386217472,104992768,63.13603210449219
16,19,0,2648702976,138547200,71.70051574707031
17,19,1,2684354560,138547200,64.38162994384766
18,19,2,2682257408,138547200,63.43475341796875
19,19,3,2715811840,138969600,68.18080139160156
20,20,0,5312086016,205656064,67.00153350830078
21,20,1,5247074304,206078464,68.50128173828125
22,20,2,5247074304,205656064,70.12483215332031
23,20,3,5247074304,206078464,69.7135009765625
24,21,0,10705960960,339873792,104.06102752685547
25,21,1,10571743232,339873792,103.92845153808594
26,21,2,10571743232,339873792,104.0465316772461
27,21,3,10571743232,339873792,104.52604675292969
28,22,0,21082669056,608309248,199.01145935058594
29,22,1,21080571904,608309248,199.66598510742188
30,22,2,21082669056,608309248,198.17715454101562
31,22,3,21349007360,608309248,198.28912353515625
32,23,0,41836085248,1145180160,392.5390319824219
33,23,1,41299214336,1145180160,391.7323913574219
34,23,2,41299214336,1145180160,392.2400207519531
35,23,3,41299214336,1145180160,392.8062438964844
