,exp,it,res,all,time
0,15,0,358612992,116056064,28063.666015625
1,15,1,339738624,151769088,35.7922248840332
2,15,2,318767104,152035328,35.53142547607422
3,15,3,318767104,152038400,31.638816833496094
4,16,0,297795584,232050688,34.13024139404297
5,16,1,316669952,232908288,33.418270111083984
6,16,2,297795584,232909824,31.790143966674805
7,16,3,297795584,233049600,31.802783966064453
8,17,0,564133888,392618496,40.06867218017578
9,17,1,528482304,392620032,38.27212905883789
10,17,2,547356672,392613888,35.932159423828125
11,17,3,547356672,392615424,36.385887145996094
12,18,0,989855744,716856832,38.08259201049805
13,18,1,991952896,716856832,37.500160217285156
14,18,2,952107008,716856832,39.06435012817383
15,18,3,989855744,716856832,37.39401626586914
16,19,0,1801453568,1356412416,38.525054931640625
17,19,1,1870659584,1356412416,37.91865539550781
18,19,2,1868562432,1356413952,38.04729461669922
19,19,3,1868562432,1356415488,39.545406341552734
20,20,0,3690987520,2640498688,42.27033615112305
21,20,1,3558866944,2640921088,42.35580825805664
22,20,2,3693084672,2640919552,42.5063362121582
23,20,3,3693084672,2640921088,42.472225189208984
24,21,0,7335837696,5209509888,105.16889953613281
25,21,1,7337934848,5209509888,51.04006576538086
26,21,2,7337934848,5209509888,50.9917106628418
27,21,3,7337934848,5209509888,53.92937469482422
28,22,0,14348713984,10347532288,122.88172912597656
29,22,1,14346616832,10347532288,108.45855712890625
30,22,2,15422455808,10347532288,111.31702423095703
31,22,3,14346616832,10347532288,111.18701171875
32,23,0,28372369408,20623577088,227.31654357910156
33,23,1,28372369408,20623577088,227.4865264892578
34,23,2,29446111232,20623577088,230.3870391845703
35,23,3,28372369408,20623577088,225.49267578125
