,exp,it,res,all,time
0,15,0,358612992,116056064,28076.095703125
1,15,1,339738624,151769088,35.51216125488281
2,15,2,318767104,152035328,35.240543365478516
3,15,3,318767104,152038400,31.327295303344727
4,16,0,297795584,232050688,35.46713638305664
5,16,1,316669952,232908288,33.14534378051758
6,16,2,297795584,232909824,31.510208129882812
7,16,3,297795584,233049600,31.51955223083496
8,17,0,564133888,392618496,43.03334426879883
9,17,1,528482304,392620032,37.95657730102539
10,17,2,547356672,392613888,35.945438385009766
11,17,3,547356672,392615424,36.38431930541992
12,18,0,989855744,716856832,38.13411331176758
13,18,1,991952896,716856832,37.455360412597656
14,18,2,952107008,716856832,39.01747131347656
15,18,3,989855744,716856832,37.37257766723633
16,19,0,1801453568,1356412416,38.51279830932617
17,19,1,1870659584,1356412416,37.89030456542969
18,19,2,1868562432,1356413952,38.01116943359375
19,19,3,1868562432,1356415488,39.5893440246582
20,20,0,3690987520,2640498688,42.030494689941406
21,20,1,3558866944,2640921088,42.33903884887695
22,20,2,3693084672,2640919552,42.48857498168945
23,20,3,3693084672,2640921088,42.46246337890625
24,21,0,7335837696,5209509888,104.51229095458984
25,21,1,7337934848,5209509888,51.60198211669922
26,21,2,7337934848,5209509888,50.492897033691406
27,21,3,7337934848,5209509888,53.09507369995117
28,22,0,14348713984,10347532288,121.96761322021484
29,22,1,14346616832,10347532288,107.80758666992188
30,22,2,15422455808,10347532288,110.54515075683594
31,22,3,14346616832,10347532288,109.50358581542969
32,23,0,28372369408,20623577088,220.18051147460938
33,23,1,28372369408,20623577088,224.53433227539062
34,23,2,29446111232,20623577088,229.0043182373047
35,23,3,28372369408,20623577088,222.7909698486328
