,exp,it,res,all,time
0,15,0,356515840,57330176,28047.8203125
1,15,1,314572800,91419648,10.472831726074219
2,15,2,293601280,91421184,7.096799850463867
3,15,3,293601280,91419648,7.043295860290527
4,16,0,295698432,114637312,9.315872192382812
5,16,1,295698432,114635776,8.961407661437988
6,16,2,295698432,114635776,8.847392082214355
7,16,3,295698432,114635776,9.393759727478027
8,17,0,295698432,161068032,8.817728042602539
9,17,1,295698432,162087936,8.174240112304688
10,17,2,295698432,161068032,8.20035171508789
11,17,3,295698432,161068032,8.143648147583008
12,18,0,469762048,253932544,11.705151557922363
13,18,1,505413632,253932544,10.947456359863281
14,18,2,469762048,253934080,10.838496208190918
15,18,3,469762048,253934080,11.158592224121094
16,19,0,840957952,439661568,10.646656036376953
17,19,1,838860800,439661568,11.43667221069336
18,19,2,838860800,439661568,11.190079689025879
19,19,3,838860800,439661568,10.730239868164062
20,20,0,1514143744,811119616,12.565535545349121
21,20,1,1650458624,811119616,10.996831893920898
22,20,2,1514143744,811119616,11.843135833740234
23,20,3,1650458624,811119616,10.931967735290527
24,21,0,3131047936,1554035712,17.697824478149414
25,21,1,3265265664,1554035712,18.38425636291504
26,21,2,3267362816,1554035712,18.503135681152344
27,21,3,2996830208,1554035712,17.238239288330078
28,22,0,6228541440,3039867904,132.92739868164062
29,22,1,6226444288,3039867904,34.691070556640625
30,22,2,5955911680,3039867904,30.029504776000977
31,22,3,5955911680,3039867904,34.91222381591797
32,23,0,11880366080,6011532288,92.00160217285156
33,23,1,11609833472,6011532288,59.91062545776367
34,23,2,11609833472,6011532288,65.99136352539062
35,23,3,11609833472,6011532288,68.67171478271484
36,24,0,23993516032,11954861056,130.79478454589844
37,24,1,23993516032,11954861056,121.05145263671875
38,24,2,23991418880,11954861056,154.12399291992188
39,24,3,23991418880,11954862592,208.206298828125
