,exp,it,res,all,time
0,15,0,616562688,72385536,15465.2021484375
1,15,1,316669952,72385536,17.16592025756836
2,15,2,295698432,72387072,15.203680038452148
3,15,3,295698432,72385536,14.950495719909668
4,16,0,295698432,76581376,34.179073333740234
5,16,1,295698432,76579840,13.682432174682617
6,16,2,295698432,76579840,14.091296195983887
7,16,3,295698432,76579840,13.742688179016113
8,17,0,490733568,84968448,20.250944137573242
9,17,1,497025024,85988352,21.37126350402832
10,17,2,497025024,84968448,21.877504348754883
11,17,3,490733568,84968448,19.18320083618164
12,18,0,918552576,101745664,23.246015548706055
13,18,1,920649728,101745664,25.799072265625
14,18,2,918552576,101747200,25.490432739257812
15,18,3,918552576,101747200,25.445695877075195
16,19,0,1721761792,135300096,25.022048950195312
17,19,1,1719664640,135300096,25.169055938720703
18,19,2,1721761792,135300096,26.47907257080078
19,19,3,1721761792,135300096,22.40457534790039
20,20,0,3405774848,202408960,26.066272735595703
21,20,1,3407872000,202408960,25.83500862121582
22,20,2,3405774848,202408960,27.73174476623535
23,20,3,3407872000,202408960,26.45065689086914
24,21,0,6769606656,336626688,31.09187126159668
25,21,1,6769606656,336626688,27.21459197998047
26,21,2,6637486080,336626688,28.426528930664062
27,21,3,6635388928,336626688,29.58687973022461
28,22,0,13233029120,605062144,42.667423248291016
29,22,1,13228834816,605062144,42.30374526977539
30,22,2,13226737664,605062144,42.62688064575195
31,22,3,13226737664,605062144,42.617984771728516
32,23,0,26417823744,1141933056,81.84464263916016
33,23,1,26147291136,1141933056,80.70249938964844
34,23,2,26147291136,1141933056,81.02611541748047
35,23,3,26147291136,1141933056,81.06582641601562
36,24,0,54131687424,2215674880,159.9391326904297
37,24,1,53074722816,2215674880,166.0281219482422
38,24,2,53072625664,2215674880,165.46380615234375
39,24,3,53072625664,2215676416,292.62786865234375
