,exp,it,res,all,time
0,15,0,356515840,57330176,28035.3984375
1,15,1,314572800,91419648,10.374015808105469
2,15,2,293601280,91421184,7.173183917999268
3,15,3,293601280,91419648,7.092544078826904
4,16,0,295698432,114637312,9.40067195892334
5,16,1,295698432,114635776,9.018336296081543
6,16,2,295698432,114635776,8.885151863098145
7,16,3,295698432,114635776,9.383008003234863
8,17,0,295698432,161068032,8.82806396484375
9,17,1,295698432,162087936,8.221183776855469
10,17,2,295698432,161068032,8.21667194366455
11,17,3,295698432,161068032,8.176383972167969
12,18,0,469762048,253932544,11.844223976135254
13,18,1,505413632,253932544,10.883359909057617
14,18,2,469762048,253934080,10.977503776550293
15,18,3,469762048,253934080,11.29468822479248
16,19,0,840957952,439661568,10.551712036132812
17,19,1,838860800,439661568,11.450176239013672
18,19,2,838860800,439661568,11.376704216003418
19,19,3,838860800,439661568,10.911423683166504
20,20,0,1514143744,811119616,12.747424125671387
21,20,1,1650458624,811119616,10.991488456726074
22,20,2,1514143744,811119616,11.90982437133789
23,20,3,1650458624,811119616,10.936800003051758
24,21,0,3131047936,1554035712,18.34921646118164
25,21,1,3265265664,1554035712,18.48966407775879
26,21,2,3267362816,1554035712,18.518112182617188
27,21,3,2996830208,1554035712,16.30019187927246
28,22,0,6228541440,3039867904,33.088096618652344
29,22,1,6226444288,3039867904,35.75475311279297
30,22,2,5955911680,3039867904,30.473663330078125
31,22,3,5955911680,3039867904,35.6418571472168
32,23,0,11880366080,6011532288,93.77891540527344
33,23,1,11609833472,6011532288,62.59075164794922
34,23,2,11609833472,6011532288,67.92294311523438
35,23,3,11609833472,6011532288,71.95897674560547
36,24,0,23993516032,11954861056,129.69769287109375
37,24,1,23993516032,11954861056,124.41900634765625
38,24,2,23991418880,11954861056,158.47103881835938
39,24,3,23991418880,11954862592,211.5326690673828
