,exp,it,res,all,time
0,15,0,624951296,113111040,30552.626953125
1,15,1,316669952,150624256,15.72214412689209
2,15,2,316669952,150389760,14.513983726501465
3,15,3,316669952,150624256,14.390560150146484
4,16,0,333447168,226413568,19.629119873046875
5,16,1,360710144,226963968,14.384480476379395
6,16,2,360710144,226682368,14.5
7,16,3,333447168,226419712,14.36195182800293
8,17,0,593494016,378001408,22.45020866394043
9,17,1,595591168,378242560,19.11507225036621
10,17,2,576716800,378530304,19.288000106811523
11,17,3,576716800,378542592,19.03772735595703
12,18,0,1119879168,683765248,24.941631317138672
13,18,1,1136656384,684073984,21.316192626953125
14,18,2,1136656384,683004928,21.309791564941406
15,18,3,1136656384,683001856,21.237119674682617
16,19,0,2111832064,1287275520,24.831296920776367
17,19,1,2181038080,1288816128,24.0513916015625
18,19,2,2078277632,1288816128,22.241920471191406
19,19,3,2080374784,1288800256,19.210559844970703
20,20,0,4173332480,2501478400,28.38159942626953
21,20,1,4034920448,2500716032,25.181184768676758
22,20,2,4034920448,2500716032,27.045440673828125
23,20,3,4034920448,2500716032,25.450496673583984
24,21,0,8411676672,4926072320,37.18544006347656
25,21,1,8541700096,4926075392,37.779937744140625
26,21,2,8820621312,4926834688,37.83814239501953
27,21,3,8134852608,4926834688,36.70915222167969
28,22,0,16749953024,9776784896,80.57782745361328
29,22,1,16202596352,9777563136,79.1042251586914
30,22,2,15934160896,9777547264,75.4161605834961
31,22,3,15934160896,9777547264,79.98985290527344
32,23,0,33183236096,19478972416,158.93283081054688
33,23,1,32073842688,19478988288,152.40127563476562
34,23,2,31536971776,19478972416,154.60768127441406
35,23,3,31536971776,19478972416,151.6279754638672
