,exp,it,res,all,time
0,15,0,624951296,113111040,30555.58984375
1,15,1,316669952,150624256,15.646047592163086
2,15,2,316669952,150389760,14.457280158996582
3,15,3,316669952,150624256,14.304544448852539
4,16,0,333447168,226413568,19.708736419677734
5,16,1,360710144,226963968,14.365344047546387
6,16,2,360710144,226682368,14.488448143005371
7,16,3,333447168,226419712,14.360832214355469
8,17,0,593494016,378001408,22.473312377929688
9,17,1,595591168,378242560,19.084768295288086
10,17,2,576716800,378530304,19.331552505493164
11,17,3,576716800,378542592,18.96691131591797
12,18,0,1119879168,683765248,24.667455673217773
13,18,1,1136656384,684073984,21.22528076171875
14,18,2,1136656384,683004928,21.266176223754883
15,18,3,1136656384,683001856,21.20319938659668
16,19,0,2111832064,1287275520,24.73404884338379
17,19,1,2181038080,1288816128,23.859167098999023
18,19,2,2078277632,1288816128,21.877824783325195
19,19,3,2080374784,1288800256,19.153888702392578
20,20,0,4173332480,2501478400,28.39904022216797
21,20,1,4034920448,2500716032,25.484512329101562
22,20,2,4034920448,2500716032,27.12611198425293
23,20,3,4034920448,2500716032,25.8591365814209
24,21,0,8411676672,4926072320,39.500606536865234
25,21,1,8541700096,4926075392,40.80070495605469
26,21,2,8541700096,4926072320,41.400001525878906
27,21,3,8820621312,4926834688,39.58697509765625
28,22,0,17439916032,9777550336,85.04179382324219
29,22,1,16202596352,9777563136,83.74598693847656
30,22,2,15934160896,9777547264,80.16425323486328
31,22,3,15395192832,9777547264,84.33987426757812
32,23,0,33722204160,19478972416,175.6082305908203
33,23,1,32073842688,19478988288,162.12339782714844
34,23,2,31536971776,19478972416,164.20541381835938
35,23,3,31536971776,19478985216,161.22988891601562
