,exp,it,res,all,time
0,15,0,362807296,108878848,30387.53515625
1,15,1,329252864,146395136,15.626496315002441
2,15,2,329252864,146395136,14.452320098876953
3,15,3,329252864,146157568,14.276703834533691
4,16,0,316669952,217886720,18.573856353759766
5,16,1,360710144,218533888,14.289183616638184
6,16,2,377487360,218271744,14.436960220336914
7,16,3,333447168,217755648,14.316287994384766
8,17,0,589299712,361213952,22.51139259338379
9,17,1,536870912,361205760,18.975936889648438
10,17,2,555745280,361443328,19.335391998291016
11,17,3,572522496,361443328,19.218080520629883
12,18,0,1063256064,649932800,24.88489532470703
13,18,1,1080033280,649441280,21.238847732543945
14,18,2,1077936128,649441280,21.243711471557617
15,18,3,1027604480,649441280,21.199392318725586
16,19,0,1931476992,1220128768,24.200960159301758
17,19,1,2032140288,1220128768,23.328096389770508
18,19,2,1931476992,1220128768,21.562015533447266
19,19,3,1931476992,1220128768,18.282751083374023
20,20,0,3881828352,2365698048,28.43244743347168
21,20,1,4016046080,2365698048,25.251232147216797
22,20,2,3814719488,2365698048,26.072063446044922
23,20,3,3814719488,2365698048,25.715904235839844
24,21,0,7449083904,4656836608,36.59516906738281
25,21,1,7717519360,4656836608,37.69046401977539
26,21,2,7314866176,4656836608,37.53683090209961
27,21,3,7583301632,4656836608,36.01103973388672
28,22,0,15114174464,9239113728,77.53119659423828
29,22,1,14845739008,9239113728,77.9836196899414
30,22,2,14308868096,9239113728,74.05404663085938
31,22,3,14845739008,9239113728,78.00985717773438
32,23,0,29911678976,18403930112,161.17526245117188
33,23,1,29374808064,18403667968,150.63302612304688
34,23,2,28301066240,18403667968,153.74978637695312
35,23,3,29374808064,18403667968,150.517822265625
