,exp,it,res,all,time
0,15,0,624951296,113111040,30549.369140625
1,15,1,316669952,150624256,15.622400283813477
2,15,2,316669952,150389760,14.475168228149414
3,15,3,316669952,150624256,14.329983711242676
4,16,0,333447168,226413568,19.571264266967773
5,16,1,360710144,226963968,14.304224014282227
6,16,2,360710144,226682368,14.395039558410645
7,16,3,333447168,226419712,14.273247718811035
8,17,0,593494016,378001408,22.373151779174805
9,17,1,595591168,378242560,18.954879760742188
10,17,2,576716800,378530304,19.191072463989258
11,17,3,576716800,378542592,18.981855392456055
12,18,0,1119879168,683765248,24.932640075683594
13,18,1,1136656384,684073984,21.212703704833984
14,18,2,1136656384,683004928,21.2827205657959
15,18,3,1136656384,683001856,21.189504623413086
16,19,0,2111832064,1287275520,24.806400299072266
17,19,1,2181038080,1288816128,23.854848861694336
18,19,2,2078277632,1288816128,22.115360260009766
19,19,3,2080374784,1288800256,19.144607543945312
20,20,0,4173332480,2501478400,28.411680221557617
21,20,1,4034920448,2500716032,25.94486427307129
22,20,2,4034920448,2500716032,27.01728057861328
23,20,3,4034920448,2500716032,26.568256378173828
24,21,0,8411676672,4926072320,40.65420913696289
25,21,1,8541700096,4926075392,41.90809631347656
26,21,2,8541700096,4926072320,42.448673248291016
27,21,3,8820621312,4926834688,40.77734375
28,22,0,17437818880,9777550336,87.84300994873047
29,22,1,16202596352,9777563136,86.52572631835938
30,22,2,15934160896,9777547264,82.92937469482422
31,22,3,15395192832,9777547264,87.16758728027344
32,23,0,33722204160,19478972416,181.0037384033203
33,23,1,32073842688,19478988288,166.72825622558594
34,23,2,31536971776,19478972416,169.73004150390625
35,23,3,31536971776,19478985216,167.0103302001953
