,exp,it,res,all,time
0,15,0,337641472,48427520,32313.306640625
1,15,1,297795584,81247744,13.221599578857422
2,15,2,297795584,81247744,7.272992134094238
3,15,3,297795584,81247744,7.140511989593506
4,16,0,297795584,95026688,7.995552062988281
5,16,1,295698432,95026688,7.235104084014893
6,16,2,295698432,95026688,7.155935764312744
7,16,3,293601280,95026688,7.566944122314453
8,17,0,293601280,122584576,8.00556755065918
9,17,1,293601280,122584576,7.087200164794922
10,17,2,293601280,122584576,7.152991771697998
11,17,3,293601280,122584576,8.556096076965332
12,18,0,312475648,177700352,9.7739839553833
13,18,1,348127232,177700352,9.09068775177002
14,18,2,312475648,177700352,9.249983787536621
15,18,3,348127232,177700352,9.86905574798584
16,19,0,568328192,287931904,13.923359870910645
17,19,1,566231040,287931904,11.026975631713867
18,19,2,566231040,287932928,10.968223571777344
19,19,3,566231040,287931904,10.92585563659668
20,20,0,1042284544,508395008,15.08572769165039
21,20,1,1042284544,508395008,13.048352241516113
22,20,2,1042284544,508396032,12.042336463928223
23,20,3,1042284544,508395008,11.806336402893066
24,21,0,1988100096,949321216,17.174144744873047
25,21,1,2053111808,949322240,15.077216148376465
26,21,2,2055208960,949321216,12.881919860839844
27,21,3,2053111808,949322240,14.537504196166992
28,22,0,3942645760,1831173632,32.94406509399414
29,22,1,3942645760,1831173632,27.29427146911621
30,22,2,4213178368,1831173632,28.867488861083984
31,22,3,3808428032,1831173632,30.641023635864258
32,23,0,7853834240,3594878464,338.97869873046875
33,23,1,8122269696,3594878464,61.183937072753906
34,23,2,8122269696,3594878464,60.97024154663086
35,23,3,8122269696,3594879488,62.1473274230957
36,24,0,14596177920,7122288128,96.38143920898438
37,24,1,14864613376,7122288128,102.7020492553711
38,24,2,14864613376,7122288128,110.61135864257812
39,24,3,15401484288,7122288128,90.44083404541016
