,exp,it,res,all,time
0,15,0,599785472,69557248,17257.548828125
1,15,1,299892736,69557248,19.816640853881836
2,15,2,299892736,69557248,17.136415481567383
3,15,3,299892736,69557248,16.961280822753906
4,16,0,297795584,71654400,42.08214569091797
5,16,1,295698432,71654400,14.163552284240723
6,16,2,295698432,71654400,14.090751647949219
7,16,3,295698432,71654400,15.318143844604492
8,17,0,352321536,75848704,18.308576583862305
9,17,1,352321536,75848704,17.14044761657715
10,17,2,352321536,75848704,16.95961570739746
11,17,3,352321536,75848704,16.784128189086914
12,18,0,641728512,84237312,23.05619239807129
13,18,1,643825664,84237312,22.210752487182617
14,18,2,641728512,84237312,24.702016830444336
15,18,3,668991488,84237312,24.23103904724121
16,19,0,1212153856,101014528,24.80950355529785
17,19,1,1210056704,101014528,24.81279945373535
18,19,2,1210056704,101015552,24.009727478027344
19,19,3,1210056704,101014528,24.26153564453125
20,20,0,2325741568,134568960,25.007999420166016
21,20,1,2325741568,134568960,25.67401695251465
22,20,2,2325741568,134569984,26.104095458984375
23,20,3,2325741568,134568960,21.25971221923828
24,21,0,4620025856,201677824,30.244991302490234
25,21,1,4617928704,201678848,26.1014404296875
26,21,2,4620025856,201677824,30.67251205444336
27,21,3,4685037568,201678848,26.420223236083984
28,22,0,9198108672,335895552,46.6431999206543
29,22,1,9065988096,335895552,45.92854309082031
30,22,2,9065988096,335895552,72.50553894042969
31,22,3,9063890944,335895552,116.67180633544922
32,23,0,18360565760,604331008,88.6513900756836
33,23,1,18360565760,604331008,87.68972778320312
34,23,2,18092130304,604331008,87.99171447753906
35,23,3,18092130304,604331008,88.14704132080078
36,24,0,36142317568,1141201920,181.433349609375
37,24,1,35873882112,1141201920,172.00015258789062
38,24,2,35873882112,1141201920,243.12966918945312
39,24,3,35873882112,1141201920,175.48976135253906
