,exp,it,res,all,time
0,15,0,599785472,69557248,17208.37890625
1,15,1,299892736,69557248,19.632352828979492
2,15,2,299892736,69557248,16.831775665283203
3,15,3,299892736,69557248,16.935232162475586
4,16,0,297795584,71654400,42.37459182739258
5,16,1,295698432,71654400,14.172191619873047
6,16,2,295698432,71654400,14.130144119262695
7,16,3,295698432,71654400,15.467071533203125
8,17,0,352321536,75848704,18.597183227539062
9,17,1,352321536,75848704,17.5982723236084
10,17,2,352321536,75848704,17.446687698364258
11,17,3,352321536,75848704,17.183712005615234
12,18,0,641728512,84237312,23.417343139648438
13,18,1,643825664,84237312,22.446271896362305
14,18,2,641728512,84237312,24.170591354370117
15,18,3,668991488,84237312,24.722272872924805
16,19,0,1212153856,101014528,25.865535736083984
17,19,1,1210056704,101014528,25.020288467407227
18,19,2,1210056704,101015552,24.7063045501709
19,19,3,1210056704,101014528,24.55219268798828
20,20,0,2325741568,134568960,26.07427215576172
21,20,1,2325741568,134568960,25.965120315551758
22,20,2,2325741568,134569984,26.2007999420166
23,20,3,2325741568,134568960,21.951040267944336
24,21,0,4620025856,201677824,30.919967651367188
25,21,1,4617928704,201678848,26.73923110961914
26,21,2,4620025856,201677824,31.21731185913086
27,21,3,4685037568,201678848,26.852096557617188
28,22,0,9198108672,335895552,37.50115203857422
29,22,1,9065988096,335895552,36.810752868652344
30,22,2,9065988096,335895552,63.35327911376953
31,22,3,9063890944,335895552,109.74832153320312
32,23,0,18360565760,604331008,70.71340942382812
33,23,1,18360565760,604331008,69.76262664794922
34,23,2,18092130304,604331008,70.05203247070312
35,23,3,18092130304,604331008,70.16038513183594
36,24,0,36142317568,1141201920,145.44956970214844
37,24,1,35873882112,1141201920,136.2554931640625
38,24,2,35873882112,1141201920,225.86012268066406
39,24,3,35873882112,1141201920,139.671875
