,exp,it,res,all,time
0,15,0,599785472,69557248,16645.50390625
1,15,1,299892736,69557248,19.710655212402344
2,15,2,299892736,69557248,16.735231399536133
3,15,3,299892736,69557248,16.88444709777832
4,16,0,297795584,71654400,42.467201232910156
5,16,1,295698432,71654400,14.10812759399414
6,16,2,295698432,71654400,14.095744132995605
7,16,3,295698432,71654400,14.374336242675781
8,17,0,352321536,75848704,18.46723175048828
9,17,1,352321536,75848704,17.520383834838867
10,17,2,352321536,75848704,17.20185661315918
11,17,3,331350016,75848704,16.369535446166992
12,18,0,643825664,84237312,24.283552169799805
13,18,1,643825664,84237312,22.725727081298828
14,18,2,643825664,84237312,25.24985694885254
15,18,3,641728512,84237312,24.670528411865234
16,19,0,1184890880,101014528,25.824352264404297
17,19,1,1184890880,101014528,24.840768814086914
18,19,2,1184890880,101014528,25.514080047607422
19,19,3,1184890880,101014528,25.279552459716797
20,20,0,2315255808,134568960,26.86684799194336
21,20,1,2281701376,134568960,25.718528747558594
22,20,2,2315255808,134568960,26.021791458129883
23,20,3,2281701376,134568960,22.701248168945312
24,21,0,4540334080,201677824,30.445119857788086
25,21,1,4540334080,201677824,26.466495513916016
26,21,2,4607442944,201677824,30.440319061279297
27,21,3,4540334080,201677824,27.808704376220703
28,22,0,8917090304,335895552,49.03523254394531
29,22,1,9051308032,335895552,48.34009552001953
30,22,2,8917090304,335895552,74.87824249267578
31,22,3,8917090304,335895552,137.9998779296875
32,23,0,18077450240,604331008,93.36278533935547
33,23,1,18077450240,604331008,92.42623901367188
34,23,2,17809014784,604331008,92.7757797241211
35,23,3,17809014784,604331008,92.95964813232422
36,24,0,35592863744,1141201920,191.0530548095703
37,24,1,35324428288,1141201920,181.64224243164062
38,24,2,35324428288,1141201920,252.6644744873047
39,24,3,35324428288,1141201920,185.0866241455078
