,exp,it,res,all,time
0,15,0,339738624,110760960,28196.4765625
1,15,1,299892736,143283200,46.9699821472168
2,15,2,299892736,143283200,45.623870849609375
3,15,3,299892736,143283200,49.66908645629883
4,16,0,297795584,214062592,49.029598236083984
5,16,1,295698432,214065664,48.181182861328125
6,16,2,295698432,214067712,49.49599838256836
7,16,3,295698432,214326272,47.457088470458984
8,17,0,478150656,358285824,54.26403045654297
9,17,1,459276288,358020096,48.68998336791992
10,17,2,457179136,358020096,49.81340789794922
11,17,3,478150656,358020096,49.283809661865234
12,18,0,845152256,651981312,52.941566467285156
13,18,1,817889280,651982336,52.275169372558594
14,18,2,834666496,651981312,54.833248138427734
15,18,3,905969664,651981312,56.85353469848633
16,19,0,1692401664,1224274944,55.661407470703125
17,19,1,1604321280,1224274944,54.189697265625
18,19,2,1606418432,1224274944,55.12937545776367
19,19,3,1606418432,1224274944,54.89030456542969
20,20,0,3170893824,2379281408,59.56224060058594
21,20,1,3269459968,2379281408,58.393150329589844
22,20,2,3166699520,2379281408,56.114463806152344
23,20,3,3166699520,2379281408,55.367679595947266
24,21,0,6081740800,4689294336,71.60588836669922
25,21,1,6218055680,4689294336,64.5679702758789
26,21,2,6014631936,4689294336,62.953025817871094
27,21,3,6419382272,4689294336,66.00572967529297
28,22,0,13312720896,9309320192,120.26844787597656
29,22,1,12907970560,9309320192,122.21491241455078
30,22,2,13310623744,9309320192,122.04608154296875
31,22,3,13310623744,9309320192,119.95449829101562
32,23,0,25222447104,18549371904,247.2933807373047
33,23,1,24415043584,18549371904,245.52902221679688
34,23,2,25757220864,18549371904,245.92831420898438
35,23,3,25757220864,18549371904,244.0665283203125
36,24,0,50119835648,37029475328,492.77484130859375
37,24,1,47433383936,37029475328,480.4176330566406
38,24,2,50117738496,37029475328,480.5060729980469
39,24,3,50117738496,37029475328,483.2665100097656
