,exp,it,res,all,time
0,15,0,601882624,71313408,16702.3046875
1,15,1,301989888,71313408,88.42390441894531
2,15,2,301989888,71313408,87.11078643798828
3,15,3,301989888,71313408,86.58428955078125
4,16,0,348127232,73410560,110.10415649414062
5,16,1,369098752,73410560,91.10816192626953
6,16,2,369098752,73410560,89.36204528808594
7,16,3,369098752,73410560,96.20614624023438
8,17,0,612368384,77604864,90.764892578125
9,17,1,606076928,77604864,95.24742126464844
10,17,2,610271232,77604864,90.57901000976562
11,17,3,603979776,77604864,88.28144073486328
12,18,0,1161822208,85993472,94.30477142333984
13,18,1,1151336448,85994496,94.67340850830078
14,18,2,1151336448,85993472,93.85881805419922
15,18,3,1082130432,85993472,89.60777282714844
16,19,0,2202009600,102770688,96.87017822265625
17,19,1,2181038080,102770688,90.36185455322266
18,19,2,2183135232,102770688,89.17798614501953
19,19,3,2183135232,102770688,88.75065612792969
20,20,0,4320133120,136325120,92.62505340576172
21,20,1,4284481536,136325120,93.93804931640625
22,20,2,4315938816,136325120,92.6817626953125
23,20,3,4315938816,136325120,93.4115219116211
24,21,0,8510242816,203433984,137.7283172607422
25,21,1,8512339968,203433984,134.71224975585938
26,21,2,8577351680,203433984,135.1177215576172
27,21,3,8445231104,203433984,137.58840942382812
28,22,0,17091788800,337651712,261.5500183105469
29,22,1,16955473920,337651712,261.8052062988281
30,22,2,16821256192,337651712,261.8280029296875
31,22,3,16821256192,337651712,260.7136535644531
32,23,0,33852227584,606087168,517.91552734375
33,23,1,33581694976,606087168,519.99658203125
34,23,2,33581694976,606087168,518.1189575195312
35,23,3,33850130432,606087168,517.814697265625
36,24,0,67371008000,1142958080,1035.8443603515625
37,24,1,66832039936,1142958080,1041.8126220703125
38,24,2,66295169024,1142958080,1046.788818359375
39,24,3,66295169024,1142958080,1039.3499755859375
