,exp,it,res,all,time
0,15,0,601882624,71313408,16702.5625
1,15,1,301989888,71313408,88.54617309570312
2,15,2,301989888,71313408,87.33980560302734
3,15,3,301989888,71313408,87.41999816894531
4,16,0,348127232,73410560,110.83708953857422
5,16,1,369098752,73410560,91.85692596435547
6,16,2,369098752,73410560,90.28550720214844
7,16,3,369098752,73410560,96.98326110839844
8,17,0,612368384,77604864,90.69286346435547
9,17,1,606076928,77604864,95.3524169921875
10,17,2,610271232,77604864,90.5836181640625
11,17,3,603979776,77604864,88.37506866455078
12,18,0,1161822208,85993472,94.39215850830078
13,18,1,1151336448,85994496,94.829345703125
14,18,2,1151336448,85993472,94.06620788574219
15,18,3,1082130432,85993472,89.7739486694336
16,19,0,2202009600,102770688,97.83267211914062
17,19,1,2181038080,102770688,90.42781066894531
18,19,2,2183135232,102770688,89.07868957519531
19,19,3,2183135232,102770688,88.73737335205078
20,20,0,4320133120,136325120,92.63593292236328
21,20,1,4284481536,136325120,93.90313720703125
22,20,2,4315938816,136325120,92.67436981201172
23,20,3,4315938816,136325120,93.43750762939453
24,21,0,8510242816,203433984,135.75283813476562
25,21,1,8512339968,203433984,132.67701721191406
26,21,2,8577351680,203433984,133.1727752685547
27,21,3,8445231104,203433984,135.96237182617188
28,22,0,17091788800,337651712,255.41888427734375
29,22,1,16955473920,337651712,255.7040252685547
30,22,2,17089691648,337651712,255.53904724121094
31,22,3,16819159040,337651712,255.2761993408203
32,23,0,34118565888,606087168,506.4268493652344
33,23,1,33581694976,606087168,508.65301513671875
34,23,2,34118565888,606087168,506.59033203125
35,23,3,33581694976,606087168,506.6167297363281
36,24,0,67371008000,1142958080,1007.8422241210938
37,24,1,66832039936,1142958080,1014.3970336914062
38,24,2,67905781760,1142958080,1019.4962768554688
39,24,3,66832039936,1142958080,1011.3350219726562
