,exp,it,res,all,time
0,15,0,606076928,71313408,16701.337890625
1,15,1,306184192,71313408,87.21027374267578
2,15,2,306184192,71313408,85.90294647216797
3,15,3,306184192,71313408,86.17881774902344
4,16,0,350224384,73410560,110.59318542480469
5,16,1,348127232,73410560,91.61164855957031
6,16,2,348127232,73410560,90.07974243164062
7,16,3,348127232,73410560,96.75981140136719
8,17,0,595591168,77604864,90.13833618164062
9,17,1,595591168,78260224,95.1464614868164
10,17,2,599785472,77604864,90.40227508544922
11,17,3,589299712,77604864,88.11385345458984
12,18,0,1109393408,85993472,94.17046356201172
13,18,1,1124073472,85993472,95.56905364990234
14,18,2,1109393408,85993472,93.79129791259766
15,18,3,1103101952,85993472,89.58870697021484
16,19,0,2120220672,102770688,96.7286376953125
17,19,1,2120220672,102770688,90.33001708984375
18,19,2,2120220672,102770688,89.88758087158203
19,19,3,2120220672,102770688,89.40335845947266
20,20,0,4185915392,136325120,93.00617980957031
21,20,1,4152360960,136325120,93.72418975830078
22,20,2,4219469824,136325120,92.46492767333984
23,20,3,4152360960,136325120,93.20384216308594
24,21,0,8346664960,203433984,138.46473693847656
25,21,1,8346664960,203433984,135.39596557617188
26,21,2,8346664960,203433984,135.86444091796875
27,21,3,8346664960,203433984,138.3134765625
28,22,0,16452157440,337651712,263.8610534667969
29,22,1,16385048576,337651712,264.1484680175781
30,22,2,16385048576,337651712,264.2197570800781
31,22,3,16385048576,337651712,263.62799072265625
32,23,0,33011269632,606087168,522.4505004882812
33,23,1,32742834176,606087168,524.9688720703125
34,23,2,32742834176,606087168,522.9338989257812
35,23,3,32742834176,606087168,522.84228515625
36,24,0,65726840832,1142958080,1049.42626953125
37,24,1,66263711744,1142958080,1055.8055419921875
38,24,2,65726840832,1142958080,1061.2105712890625
39,24,3,65726840832,1142958080,1053.0938720703125
