,exp,it,res,all,time
0,15,0,601882624,71313408,16702.4375
1,15,1,301989888,71313408,88.64189147949219
2,15,2,301989888,71313408,87.09139251708984
3,15,3,301989888,71313408,87.3407974243164
4,16,0,348127232,73410560,110.82816314697266
5,16,1,369098752,73410560,91.85113525390625
6,16,2,369098752,73410560,90.32633972167969
7,16,3,369098752,73410560,97.00326538085938
8,17,0,612368384,77604864,90.69452667236328
9,17,1,606076928,77604864,95.2890853881836
10,17,2,610271232,77604864,90.4925765991211
11,17,3,603979776,77604864,88.337890625
12,18,0,1163919360,85993472,94.14697265625
13,18,1,1151336448,85994496,94.71692657470703
14,18,2,1153433600,85993472,93.68975830078125
15,18,3,1082130432,85993472,89.72396850585938
16,19,0,2202009600,102770688,96.92896270751953
17,19,1,2183135232,102770688,90.32182312011719
18,19,2,2183135232,102770688,89.40281677246094
19,19,3,2181038080,102770688,89.62748718261719
20,20,0,4320133120,136325120,92.79759979248047
21,20,1,4284481536,136325120,93.98242950439453
22,20,2,4315938816,136325120,92.73907470703125
23,20,3,4315938816,136325120,93.49407958984375
24,21,0,8510242816,203433984,129.83567810058594
25,21,1,8512339968,203433984,127.67225646972656
26,21,2,8577351680,203433984,127.27970886230469
27,21,3,8445231104,203433984,130.8989715576172
28,22,0,16284385280,337651712,243.74400329589844
29,22,1,16687038464,337651712,243.52076721191406
30,22,2,16013852672,337651712,243.89120483398438
31,22,3,16013852672,337651712,243.6906280517578
32,23,0,33850130432,606087168,483.31329345703125
33,23,1,33311162368,606087168,484.20758056640625
34,23,2,33311162368,606087168,483.4969482421875
35,23,3,33577500672,606087168,483.4500732421875
36,24,0,66297266176,1142958080,961.4973754882812
37,24,1,66297266176,1142958080,967.9597778320312
38,24,2,66832039936,1142958080,973.026123046875
39,24,3,66297266176,1142958080,964.424560546875
