,exp,it,res,all,time
0,15,0,339738624,110760960,28188.896484375
1,15,1,299892736,143283200,46.95487976074219
2,15,2,299892736,143283200,45.615840911865234
3,15,3,299892736,143283200,49.351070404052734
4,16,0,297795584,214062592,50.36867141723633
5,16,1,295698432,214065664,47.88729476928711
6,16,2,295698432,214067712,49.20191955566406
7,16,3,295698432,214326272,47.147552490234375
8,17,0,478150656,358285824,57.47788619995117
9,17,1,459276288,358020096,48.61558532714844
10,17,2,457179136,358020096,49.80953598022461
11,17,3,478150656,358020096,49.27500915527344
12,18,0,845152256,651981312,53.07827377319336
13,18,1,817889280,651982336,52.211326599121094
14,18,2,834666496,651981312,54.859649658203125
15,18,3,905969664,651981312,56.85724639892578
16,19,0,1692401664,1224274944,55.55305480957031
17,19,1,1604321280,1224274944,54.138206481933594
18,19,2,1606418432,1224274944,54.973663330078125
19,19,3,1606418432,1224274944,54.800254821777344
20,20,0,3170893824,2379281408,59.52320098876953
21,20,1,3269459968,2379281408,58.37833786010742
22,20,2,3166699520,2379281408,56.23244857788086
23,20,3,3166699520,2379281408,55.355072021484375
24,21,0,6081740800,4689294336,71.57244873046875
25,21,1,6218055680,4689294336,65.115234375
26,21,2,6014631936,4689294336,63.26844787597656
27,21,3,6419382272,4689294336,66.16851043701172
28,22,0,13312720896,9309320192,121.70992279052734
29,22,1,12907970560,9309320192,123.3486099243164
30,22,2,13310623744,9309320192,123.43833923339844
31,22,3,13310623744,9309320192,120.68112182617188
32,23,0,25222447104,18549371904,250.42735290527344
33,23,1,25490882560,18549371904,248.37327575683594
34,23,2,25490882560,18549371904,247.40089416503906
35,23,3,26296188928,18549371904,247.02703857421875
36,24,0,50119835648,37029475328,502.2957763671875
37,24,1,47433383936,37029475328,488.34320068359375
38,24,2,50117738496,37029475328,488.21905517578125
39,24,3,50117738496,37029475328,491.7539367675781
