,exp,it,res,all,time
0,15,0,599785472,70610944,18359.578125
1,15,1,299892736,70610944,56.292640686035156
2,15,2,299892736,70610944,55.24348831176758
3,15,3,299892736,70610944,54.87449645996094
4,16,0,331350016,72708096,81.58646392822266
5,16,1,329252864,72975872,55.61782455444336
6,16,2,329252864,72708096,56.32720184326172
7,16,3,329252864,72708096,59.897857666015625
8,17,0,503316480,76902400,63.62790298461914
9,17,1,503316480,76902400,598.8689575195312
10,17,2,497025024,76902400,59.859169006347656
11,17,3,503316480,76984320,63.83785629272461
12,18,0,958398464,85291008,65.9985580444336
13,18,1,960495616,85291008,68.4458236694336
14,18,2,947912704,85291008,64.49295806884766
15,18,3,941621248,85291008,64.70620727539062
16,19,0,1801453568,102068224,66.81123352050781
17,19,1,1784676352,102068224,64.46867370605469
18,19,2,1767899136,102486016,65.0805435180664
19,19,3,1782579200,102068224,61.22032165527344
20,20,0,3527409664,135622656,65.40847778320312
21,20,1,3527409664,135622656,64.16595458984375
22,20,2,3493855232,135622656,63.48137664794922
23,20,3,3493855232,136040448,64.58080291748047
24,21,0,6941573120,202731520,84.15535736083984
25,21,1,6876561408,202731520,84.93840026855469
26,21,2,6943670272,202731520,654.160888671875
27,21,3,6874464256,202731520,84.11309051513672
28,22,0,13960740864,336949248,158.40432739257812
29,22,1,13694402560,336949248,157.7466583251953
30,22,2,13021216768,336949248,157.55654907226562
31,22,3,13021216768,336949248,157.607421875
32,23,0,27600617472,605384704,342.73699951171875
33,23,1,27600617472,605384704,312.7522277832031
34,23,2,27332182016,605384704,312.3971862792969
35,23,3,27332182016,605384704,311.7870788574219
36,24,0,54611935232,1142255616,619.95166015625
37,24,1,54341402624,1142255616,626.57275390625
38,24,2,54880370688,1142255616,813.2300415039062
39,24,3,54878273536,1142255616,622.5765991210938
