,exp,it,res,all,time
0,15,0,339738624,85073408,32219.8203125
1,15,1,299892736,117508608,32.523136138916016
2,15,2,299892736,117508608,28.36457633972168
3,15,3,299892736,117508608,29.98975944519043
4,16,0,297795584,166345216,30.194047927856445
5,16,1,297795584,166612992,27.751808166503906
6,16,2,295698432,166345216,27.447040557861328
7,16,3,295698432,166345216,27.702367782592773
8,17,0,350224384,264267264,32.83603286743164
9,17,1,350224384,264262656,69.30694580078125
10,17,2,385875968,264343552,31.968416213989258
11,17,3,350224384,264343552,31.2640323638916
12,18,0,662700032,461641728,36.67670440673828
13,18,1,627048448,461642752,36.57334518432617
14,18,2,662700032,461643776,38.265281677246094
15,18,3,662700032,461642752,35.83603286743164
16,19,0,1174405120,850153472,36.35424041748047
17,19,1,1277165568,850153472,36.40127944946289
18,19,2,1207959552,850154496,36.88576126098633
19,19,3,1224736768,850155520,36.673057556152344
20,20,0,2313158656,1631343616,38.38569641113281
21,20,1,2311061504,1631343616,36.022335052490234
22,20,2,2413821952,1631343616,36.89619064331055
23,20,3,2411724800,1631344640,36.75027084350586
24,21,0,4580179968,3193305088,48.33161544799805
25,21,1,4716494848,3193305088,86.43682861328125
26,21,2,4917821440,3193305088,123.13426971435547
27,21,3,4647288832,3193305088,44.98912048339844
28,22,0,9644802048,6318061568,98.75814056396484
29,22,1,9105833984,6318061568,86.34326171875
30,22,2,10584326144,6318061568,87.09379577636719
31,22,3,10315890688,6318061568,87.595458984375
32,23,0,19241369600,12567574528,212.06719970703125
33,23,1,17897095168,12567574528,174.05325317382812
34,23,2,19511902208,12567574528,180.36082458496094
35,23,3,19511902208,12567574528,179.15097045898438
36,24,0,38436601856,25067018240,700.1314086914062
37,24,1,35750150144,25067018240,349.71136474609375
38,24,2,37092327424,25067018240,563.1294555664062
39,24,3,37092327424,25067018240,348.21307373046875
