,exp,it,res,all,time
0,15,0,599785472,70610944,18359.400390625
1,15,1,299892736,70610944,56.34096145629883
2,15,2,299892736,70610944,55.312992095947266
3,15,3,299892736,70610944,54.87913513183594
4,16,0,331350016,72708096,81.640380859375
5,16,1,331350016,72975872,55.68217468261719
6,16,2,329252864,72708096,56.18278503417969
7,16,3,329252864,72708096,59.93305587768555
8,17,0,503316480,76902400,63.610687255859375
9,17,1,501219328,76902400,598.8661499023438
10,17,2,494927872,76902400,59.931678771972656
11,17,3,503316480,76984320,64.1078109741211
12,18,0,958398464,85291008,65.67084503173828
13,18,1,968884224,85291008,68.37721252441406
14,18,2,941621248,85291008,64.58831787109375
15,18,3,941621248,85291008,64.76537322998047
16,19,0,1801453568,102068224,66.85193634033203
17,19,1,1786773504,102068224,64.47917175292969
18,19,2,1784676352,102068224,65.0864028930664
19,19,3,1767899136,102486016,62.084896087646484
20,20,0,3529506816,135622656,65.03174591064453
21,20,1,3527409664,135622656,64.11763000488281
22,20,2,3495952384,135622656,63.05558395385742
23,20,3,3493855232,136040448,64.55689239501953
24,21,0,6941573120,202731520,90.2234878540039
25,21,1,6876561408,202731520,88.98258972167969
26,21,2,6943670272,202731520,653.38525390625
27,21,3,6874464256,202731520,90.2488021850586
28,22,0,13960740864,336949248,173.0369873046875
29,22,1,13692305408,336949248,172.2953643798828
30,22,2,13021216768,336949248,172.15411376953125
31,22,3,13021216768,336949248,172.34230041503906
32,23,0,27871150080,605384704,378.3305969238281
33,23,1,27063746560,605384704,341.1133117675781
34,23,2,27869052928,605384704,340.7247009277344
35,23,3,27332182016,605384704,340.7017517089844
36,24,0,54345596928,1142255616,700.0223999023438
37,24,1,55956209664,1142255616,685.5330200195312
38,24,2,54343499776,1142255616,878.696044921875
39,24,3,54345596928,1142255616,681.2949829101562
