,exp,it,res,all,time
0,15,0,339738624,85073408,32219.775390625
1,15,1,299892736,117508608,32.57401657104492
2,15,2,299892736,117508608,28.255680084228516
3,15,3,299892736,117508608,29.997343063354492
4,16,0,297795584,166345216,30.25961685180664
5,16,1,297795584,166612992,27.747360229492188
6,16,2,295698432,166345216,27.469087600708008
7,16,3,295698432,166345216,27.709728240966797
8,17,0,350224384,264267264,33.05894470214844
9,17,1,350224384,264262656,69.25078582763672
10,17,2,385875968,264343552,31.944063186645508
11,17,3,350224384,264343552,31.315807342529297
12,18,0,662700032,461641728,36.56070327758789
13,18,1,627048448,461642752,36.70627212524414
14,18,2,662700032,461643776,38.154239654541016
15,18,3,662700032,461642752,35.83980941772461
16,19,0,1174405120,850153472,36.725406646728516
17,19,1,1277165568,850153472,36.335487365722656
18,19,2,1207959552,850154496,36.89369583129883
19,19,3,1224736768,850155520,36.85686492919922
20,20,0,2313158656,1631343616,39.39516830444336
21,20,1,2311061504,1631343616,35.78316879272461
22,20,2,2413821952,1631343616,36.6781120300293
23,20,3,2411724800,1631344640,36.523712158203125
24,21,0,4580179968,3193305088,48.2902717590332
25,21,1,4716494848,3193305088,86.29468536376953
26,21,2,4917821440,3193305088,126.59577941894531
27,21,3,4645191680,3193305088,44.59113693237305
28,22,0,9644802048,6318061568,99.2768325805664
29,22,1,9107931136,6318061568,86.0882568359375
30,22,2,10586423296,6318061568,87.05299377441406
31,22,3,10315890688,6318061568,87.28137969970703
32,23,0,19241369600,12567574528,213.74925231933594
33,23,1,17897095168,12567574528,172.25018310546875
34,23,2,19511902208,12567574528,178.4910430908203
35,23,3,19511902208,12567574528,177.5006103515625
36,24,0,38436601856,25067018240,705.8690185546875
37,24,1,37899730944,25067018240,346.9188232421875
38,24,2,38166069248,25067018240,559.53076171875
39,24,3,38166069248,25067018240,344.0724792480469
