,exp,it,res,all,time
0,15,0,912261120,100259328,16638.16015625
1,15,1,446693376,99243520,95.09935760498047
2,15,2,465567744,99034112,90.84502410888672
3,15,3,450887680,98859008,88.69391632080078
4,16,0,803209216,107826176,114.37753295898438
5,16,1,788529152,108010496,92.3662109375
6,16,2,790626304,107732480,90.83161926269531
7,16,3,792723456,107732480,90.52022552490234
8,17,0,1493172224,124501504,104.99241638183594
9,17,1,1495269376,123961344,95.4148178100586
10,17,2,1478492160,123961344,92.91769409179688
11,17,3,1476395008,123961344,92.53369903564453
12,18,0,2866806784,157341696,94.30608367919922
13,18,1,2896166912,159670272,91.24140930175781
14,18,2,2797600768,158892032,93.3536605834961
15,18,3,2816475136,159664128,93.24224090576172
16,19,0,5542772736,227484160,94.98758697509766
17,19,1,5509218304,226193920,94.58882904052734
18,19,2,5473566720,226734592,96.2923812866211
19,19,3,5473566720,227634688,96.02703857421875
20,20,0,11131682816,361701888,123.85100555419922
21,20,1,10729029632,360952320,123.87065887451172
22,20,2,10863247360,360949248,123.1421127319336
23,20,3,10865344512,360946176,121.70307159423828
24,21,0,22319988736,630137344,226.36851501464844
25,21,1,21510488064,630162944,225.8714599609375
26,21,2,21644705792,630153728,225.9119415283203
27,21,3,21644705792,629381632,225.94422912597656
28,22,0,43740299264,1167777280,443.9283447265625
29,22,1,42125492224,1166139904,443.9037170410156
30,22,2,42651877376,1166255616,443.80950927734375
31,22,3,43190845440,1167809024,443.45892333984375
