,exp,it,res,all,time
0,15,0,392167424,255916032,28249.236328125
1,15,1,373293056,302355968,42.390079498291016
2,15,2,396361728,301583872,41.169281005859375
3,15,3,381681664,302352896,41.82380676269531
4,16,0,656408576,512055808,51.30486297607422
5,16,1,635437056,512496640,49.6286735534668
6,16,2,635437056,512609792,48.793888092041016
7,16,3,635437056,512603648,45.64195251464844
8,17,0,1174405120,933734912,54.97792053222656
9,17,1,1201668096,934003712,51.852928161621094
10,17,2,1149239296,934336000,48.84640121459961
11,17,3,1201668096,934785024,50.455265045166016
12,18,0,2388656128,1780489728,56.771488189697266
13,18,1,2371878912,1781869056,61.99420928955078
14,18,2,2287992832,1781865984,55.8870735168457
15,18,3,2287992832,1781862912,58.02521514892578
16,19,0,4412407808,3463164928,60.628639221191406
17,19,1,4395630592,3464645120,55.26688003540039
18,19,2,4257218560,3462582784,56.177696228027344
19,19,3,4458545152,3463126528,57.34476852416992
20,20,0,8973713408,6831834624,68.75929260253906
21,20,1,8571060224,6832584192,63.121376037597656
22,20,2,8571060224,6831837696,64.89891052246094
23,20,3,8843689984,6832606720,62.8238410949707
24,21,0,17741905920,13571026432,102.27913665771484
25,21,1,16668164096,13571782144,99.74591827392578
26,21,2,17209229312,13571032576,99.62467193603516
27,21,3,17205035008,13570263552,99.36479949951172
28,22,0,34726739968,27049425408,220.7644500732422
29,22,1,34319892480,27050178048,215.44236755371094
30,22,2,34051457024,27049318912,215.30723571777344
31,22,3,36458987520,27049428480,215.4110107421875
