,exp,it,res,all,time
0,15,0,912261120,100259328,16638.173828125
1,15,1,446693376,99243520,95.0594253540039
2,15,2,465567744,99034112,91.00371551513672
3,15,3,450887680,98859008,88.74195098876953
4,16,0,803209216,107826176,114.41657257080078
5,16,1,788529152,108010496,92.40601348876953
6,16,2,790626304,107732480,90.85651397705078
7,16,3,792723456,107732480,90.69459533691406
8,17,0,1493172224,124501504,105.15074920654297
9,17,1,1495269376,123961344,95.42355346679688
10,17,2,1478492160,123961344,92.72748565673828
11,17,3,1476395008,123961344,92.53679656982422
12,18,0,2866806784,157341696,94.20240020751953
13,18,1,2896166912,159670272,91.37875366210938
14,18,2,2797600768,158892032,93.05494689941406
15,18,3,2816475136,159664128,93.2548828125
16,19,0,5542772736,227484160,94.99241638183594
17,19,1,5509218304,226193920,94.66934204101562
18,19,2,5473566720,226734592,96.80006408691406
19,19,3,5473566720,227634688,96.08780670166016
20,20,0,11131682816,361701888,122.64733123779297
21,20,1,10729029632,360952320,122.7212142944336
22,20,2,10863247360,361724416,122.07987213134766
23,20,3,10867441664,360946176,120.53801727294922
24,21,0,22322085888,630137344,222.80726623535156
25,21,1,21512585216,629384704,222.26693725585938
26,21,2,21516779520,629387776,222.28204345703125
27,21,3,21778923520,629384704,222.47116088867188
28,22,0,44149243904,1167780352,436.53497314453125
29,22,1,43209719808,1166255616,436.834716796875
30,22,2,43448795136,1166255616,436.516357421875
31,22,3,43446697984,1166912000,436.1758117675781
