,exp,it,res,all,time
0,15,0,392167424,255916032,28248.763671875
1,15,1,394264576,303068672,42.41360092163086
2,15,2,392167424,302196736,41.135841369628906
3,15,3,377487360,300899328,41.8449592590332
4,16,0,652214272,511937024,51.31647872924805
5,16,1,629145600,512912384,49.678497314453125
6,16,2,656408576,512890880,48.82080078125
7,16,3,635437056,512274944,46.54956817626953
8,17,0,1233125376,933762048,54.52409744262695
9,17,1,1201668096,934003712,51.8455696105957
10,17,2,1201668096,934006784,48.92124938964844
11,17,3,1182793728,933826560,50.125247955322266
12,18,0,2319450112,1782056448,56.70521545410156
13,18,1,2382364672,1780315648,62.00364685058594
14,18,2,2283798528,1782647296,55.976158142089844
15,18,3,2336227328,1781865984,58.025665283203125
16,19,0,4460642304,3462274048,60.63052749633789
17,19,1,4359979008,3463879168,55.27827072143555
18,19,2,4257218560,3462592000,57.127262115478516
19,19,3,4458545152,3463135744,57.37043380737305
20,20,0,8973713408,6831834624,68.88768005371094
21,20,1,8571060224,6832584192,62.88111877441406
22,20,2,8571060224,6831837696,64.15548706054688
23,20,3,8843689984,6832606720,62.496192932128906
24,21,0,17744003072,13571026432,100.05443572998047
25,21,1,17202937856,13571782144,96.8689956665039
26,21,2,17207132160,13571032576,97.6596450805664
27,21,3,17469276160,13571038720,97.28800201416016
28,22,0,36609982464,27049425408,215.68701171875
29,22,1,35670458368,27050950144,210.4127655029297
30,22,2,35907436544,27049425408,210.29254150390625
31,22,3,35907436544,27049425408,210.52890014648438
