,exp,it,res,all,time
0,15,0,652214272,92273152,16542.01953125
1,15,1,379584512,91260416,57.405696868896484
2,15,2,364904448,91025920,56.72275161743164
3,15,3,364904448,91269632,58.45462417602539
4,16,0,650117120,99783680,79.68633270263672
5,16,1,650117120,100283904,60.3072624206543
6,16,2,629145600,99783680,64.42912292480469
7,16,3,643825664,100283904,60.543968200683594
8,17,0,1218445312,116298752,68.36255645751953
9,17,1,1195376640,116576768,63.316192626953125
10,17,2,1184890880,116036608,63.060543060302734
11,17,3,1184890880,116036608,63.221473693847656
12,18,0,2252341248,149114880,65.72723388671875
13,18,1,2281701376,149117952,66.30912017822266
14,18,2,2285895680,149893120,66.81539154052734
15,18,3,2254438400,150665216,62.01023864746094
16,19,0,4395630592,219289088,65.81743621826172
17,19,1,4389339136,217748480,63.78745651245117
18,19,2,4385144832,217748480,65.2779541015625
19,19,3,4450156544,219107840,64.93452453613281
20,20,0,8766095360,352728576,81.64591979980469
21,20,1,8703180800,351966208,81.78591918945312
22,20,2,8770289664,352563200,81.93567657470703
23,20,3,8627683328,353503744,80.86563110351562
24,21,0,17729323008,621164032,148.58236694335938
25,21,1,17056137216,620401664,146.29986572265625
26,21,2,17194549248,620401664,146.2386932373047
27,21,3,17188257792,621939200,146.33450317382812
28,22,0,35234250752,1158813184,285.57647705078125
29,22,1,32931577856,1158050816,286.2237854003906
30,22,2,34259075072,1158803968,287.52349853515625
31,22,3,34810626048,1158803968,286.16326904296875
32,23,0,70367838208,2232551936,567.363525390625
33,23,1,69273124864,2231789568,603.9822998046875
34,23,2,67626860544,2231789568,582.5440673828125
35,23,3,69237473280,2231789568,593.5892944335938
