,exp,it,res,all,time
0,15,0,390070272,184279040,28153.443359375
1,15,1,377487360,227160576,29.458879470825195
2,15,2,362807296,226147840,26.701759338378906
3,15,3,362807296,226057216,26.34899139404297
4,16,0,494927872,369785344,34.29052734375
5,16,1,517996544,369753600,30.95020866394043
6,16,2,478150656,370253824,27.702816009521484
7,16,3,494927872,369753600,29.09766387939453
8,17,0,908066816,656646144,38.243839263916016
9,17,1,901775360,655940608,34.7716178894043
10,17,2,891289600,655662592,36.100608825683594
11,17,3,924844032,655943680,33.930240631103516
12,18,0,1671430144,1232859136,39.5491828918457
13,18,1,1734344704,1231789056,42.82700729370117
14,18,2,1738539008,1231789056,42.01446533203125
15,18,3,1707081728,1232561152,38.81475067138672
16,19,0,3246391296,2375371776,41.02115249633789
17,19,1,3374317568,2376880640,37.78857421875
18,19,2,3235905536,2375343104,36.991966247558594
19,19,3,3233808384,2375346176,38.796897888183594
20,20,0,6473908224,4666650112,48.043521881103516
21,20,1,6410993664,4667244032,44.74262237548828
22,20,2,6612320256,4666484736,45.88390350341797
23,20,3,6268387328,4666481664,42.46828842163086
24,21,0,13151240192,9249702400,70.10396575927734
25,21,1,12746489856,9248927232,66.14214324951172
26,21,2,12884901888,9248167936,66.00985717773438
27,21,3,13147045888,9248171008,69.70851135253906
28,22,0,26621247488,18414256640,146.84390258789062
29,22,1,25929187328,18414259712,143.5576934814453
30,22,2,25643974656,18413497344,148.03855895996094
31,22,3,26734493696,18414250496,150.77325439453125
32,23,0,54221864960,36743358976,335.9806213378906
33,23,1,53127151616,36743365120,292.308349609375
34,23,2,50944016384,36742602752,297.7004699707031
35,23,3,53091500032,36742602752,295.9530334472656
