,exp,it,res,all,time
0,15,0,390070272,184279040,28153.3515625
1,15,1,377487360,227160576,29.46384048461914
2,15,2,362807296,226147840,26.67568016052246
3,15,3,362807296,226057216,26.38163185119629
4,16,0,494927872,369785344,34.30847930908203
5,16,1,517996544,369753600,30.999807357788086
6,16,2,478150656,370253824,27.73356819152832
7,16,3,494927872,369753600,29.049663543701172
8,17,0,908066816,656646144,38.20905685424805
9,17,1,901775360,655940608,34.663551330566406
10,17,2,891289600,655662592,35.901344299316406
11,17,3,924844032,655943680,33.959102630615234
12,18,0,1671430144,1232859136,39.58972930908203
13,18,1,1734344704,1231789056,42.83039855957031
14,18,2,1738539008,1231789056,42.053279876708984
15,18,3,1707081728,1232561152,38.866943359375
16,19,0,3246391296,2375371776,40.98579025268555
17,19,1,3374317568,2376880640,37.77692794799805
18,19,2,3235905536,2375343104,37.09667205810547
19,19,3,3233808384,2375346176,39.013919830322266
20,20,0,6473908224,4666650112,48.09203338623047
21,20,1,6410993664,4667244032,44.71123123168945
22,20,2,6612320256,4666484736,45.86671829223633
23,20,3,6268387328,4666481664,42.43952178955078
24,21,0,13151240192,9249702400,68.96441650390625
25,21,1,12746489856,9248927232,65.06387329101562
26,21,2,12884901888,9248167936,65.35564422607422
27,21,3,13147045888,9248171008,69.14086151123047
28,22,0,26614956032,18414266368,145.14137268066406
29,22,1,26468155392,18414256640,142.70162963867188
30,22,2,25643974656,18412719104,145.88595581054688
31,22,3,26182942720,18413494272,148.74441528320312
32,23,0,54737764352,36742302720,333.7674560546875
33,23,1,51514441728,36743368192,290.3200988769531
34,23,2,52015661056,36742602752,294.6429138183594
35,23,3,52049215488,36742605824,292.8552551269531
