,exp,it,res,all,time
0,15,0,390070272,184279040,28153.244140625
1,15,1,377487360,227160576,29.453887939453125
2,15,2,362807296,226147840,26.72876739501953
3,15,3,362807296,226057216,26.42438316345215
4,16,0,494927872,369785344,34.2542724609375
5,16,1,517996544,369753600,31.083200454711914
6,16,2,478150656,370253824,27.728607177734375
7,16,3,494927872,369753600,29.058303833007812
8,17,0,908066816,656646144,38.119998931884766
9,17,1,901775360,655940608,34.822078704833984
10,17,2,891289600,655662592,35.97785568237305
11,17,3,924844032,655943680,33.96646499633789
12,18,0,1671430144,1232859136,39.49884796142578
13,18,1,1734344704,1231789056,42.87705612182617
14,18,2,1738539008,1231789056,41.93564987182617
15,18,3,1707081728,1232561152,38.8361930847168
16,19,0,3246391296,2375371776,40.98806381225586
17,19,1,3374317568,2376880640,37.81827163696289
18,19,2,3235905536,2375343104,36.86284637451172
19,19,3,3233808384,2375346176,39.100318908691406
20,20,0,6473908224,4666650112,48.04220962524414
21,20,1,6410993664,4667244032,44.64467239379883
22,20,2,6612320256,4666484736,45.84428787231445
23,20,3,6268387328,4666481664,42.39302444458008
24,21,0,13153337344,9249702400,68.53987121582031
25,21,1,12746489856,9248927232,64.828125
26,21,2,12884901888,9248167936,64.58470153808594
27,21,3,13147045888,9248171008,67.84671783447266
28,22,0,26621247488,18414256640,142.42489624023438
29,22,1,26468155392,18414250496,140.9627227783203
30,22,2,25125978112,18413494272,145.02674865722656
31,22,3,25643974656,18413494272,147.0191650390625
32,23,0,53129248768,36742302720,329.25537109375
33,23,1,53661925376,36743365120,286.4472351074219
34,23,2,52015661056,36742602752,291.326904296875
35,23,3,52015661056,36742302720,290.0616760253906
