,exp,it,res,all,time
0,15,0,627048448,91041792,16541.875
1,15,1,377487360,91516928,57.204673767089844
2,15,2,377487360,91516928,56.4918098449707
3,15,3,377487360,91639808,58.12099075317383
4,16,0,612368384,99299328,79.2231674194336
5,16,1,608174080,99815424,60.00697708129883
6,16,2,608174080,100331520,63.921504974365234
7,16,3,616562688,99815424,61.23062515258789
8,17,0,1140850688,116068352,68.39740753173828
9,17,1,1132462080,116068352,64.14460754394531
10,17,2,1132462080,116322304,62.72822570800781
11,17,3,1132462080,116068352,62.502750396728516
12,18,0,2214592512,149114880,66.50630187988281
13,18,1,2210398208,149114880,66.41327667236328
14,18,2,2210398208,149114880,67.42841339111328
15,18,3,2199912448,149114880,61.71004867553711
16,19,0,4288675840,216223744,66.26838684082031
17,19,1,4255121408,216223744,64.28307342529297
18,19,2,4255121408,216223744,65.04547119140625
19,19,3,4255121408,216223744,64.96870422363281
20,20,0,8462008320,350441472,83.33033752441406
21,20,1,8462008320,350441472,83.37702178955078
22,20,2,8394899456,350441472,83.31439971923828
23,20,3,8394899456,350441472,82.36768341064453
24,21,0,16873684992,618876928,154.18153381347656
25,21,1,16873684992,618876928,151.96249389648438
26,21,2,16739467264,618876928,151.9457244873047
27,21,3,16739467264,618876928,151.98019409179688
28,22,0,33690746880,1157304320,296.3713684082031
29,22,1,33420214272,1158082560,295.9871826171875
30,22,2,33420214272,1157779456,297.7398681640625
31,22,3,33420214272,1157304320,296.586181640625
32,23,0,67060629504,2229981184,585.8158569335938
33,23,1,66523758592,2229981184,622.067138671875
34,23,2,66523758592,2229981184,601.4093627929688
35,23,3,66523758592,2229981184,611.667724609375
