,exp,it,res,all,time
0,15,0,390070272,184279040,28153.384765625
1,15,1,377487360,227160576,29.47177505493164
2,15,2,362807296,226147840,26.686336517333984
3,15,3,362807296,226057216,26.408191680908203
4,16,0,494927872,369785344,34.295230865478516
5,16,1,517996544,369753600,31.006847381591797
6,16,2,478150656,370253824,27.73276710510254
7,16,3,494927872,369753600,29.096479415893555
8,17,0,908066816,656646144,38.20927810668945
9,17,1,901775360,655940608,34.762081146240234
10,17,2,891289600,655662592,35.9911994934082
11,17,3,924844032,655943680,33.94607925415039
12,18,0,1671430144,1232859136,39.42416000366211
13,18,1,1734344704,1231789056,42.853759765625
14,18,2,1738539008,1231789056,42.00476837158203
15,18,3,1707081728,1232561152,38.86483383178711
16,19,0,3246391296,2375371776,41.10108947753906
17,19,1,3374317568,2376880640,37.75190353393555
18,19,2,3235905536,2375343104,37.05712127685547
19,19,3,3233808384,2375346176,39.03615951538086
20,20,0,6473908224,4666650112,48.00883102416992
21,20,1,6410993664,4667244032,44.70134353637695
22,20,2,6612320256,4666484736,45.8823356628418
23,20,3,6268387328,4666481664,42.495582580566406
24,21,0,13151240192,9248927232,70.93299102783203
25,21,1,12746489856,9248927232,66.74275207519531
26,21,2,12884901888,9248167936,66.59379577636719
27,21,3,13147045888,9248171008,70.3202896118164
28,22,0,26614956032,18414266368,148.43597412109375
29,22,1,26468155392,18414256640,145.18109130859375
30,22,2,25643974656,18412719104,148.89077758789062
31,22,3,26182942720,18413494272,151.88963317871094
32,23,0,54737764352,36742302720,338.49627685546875
33,23,1,51514441728,36743368192,293.8998718261719
34,23,2,52015661056,36742602752,299.37640380859375
35,23,3,52049215488,36742605824,297.5506286621094
